frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,632.163269,74.134544,85.398811,84.523033,60.386078,95.752922,2.151400
1,607,632.897949,73.692841,85.479530,84.604118,60.443153,95.050415,2.025569
2,1188,632.836731,73.735550,85.538612,84.661995,60.484932,95.103355,1.903799
3,1771,634.729187,73.059212,85.753952,84.858833,60.637199,94.004585,1.847847
4,2398,636.333313,71.996841,85.972473,85.083908,60.791718,92.299919,1.917152
