frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,64,0
1,512,1,0,117,0
2,1728,1,0,49,0
3,2141,1,0,145,0
