frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,73,0
1,724,1,0,82,0
2,1412,1,0,87,0
3,2079,1,0,89,0
