frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,715.636353,189.147430,231.413895,228.896362,163.634338,241.175049,0.615105
1,429,713.386353,191.998672,240.557556,237.810715,170.099884,243.433777,0.654172
2,1117,718.204529,188.531738,227.545853,225.096588,160.899216,241.130981,0.801287
3,1794,717.288879,186.478210,224.945557,222.587509,159.060532,238.533264,0.787473
