frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,119,0
1,514,0,0,116,0
2,1068,0,0,108,0
3,1599,0,0,112,0
4,2181,0,0,103,0
5,2741,0,0,107,0
6,3236,0,0,121,0
7,3802,0,0,106,0
8,4296,0,0,121,0
9,4850,0,0,108,0
10,5391,0,0,110,0
11,5915,0,0,114,0
12,6507,0,0,101,0
13,7066,0,0,107,0
14,7643,0,0,103,0
15,8239,0,0,100,0
16,8749,0,0,117,0
17,9342,0,0,101,0
18,9386,1,0,92,0
