frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,92,0
1,708,0,0,84,0
2,1347,0,0,93,0
3,2017,0,0,89,0
4,2733,0,0,83,0
5,3456,0,0,82,0
6,4191,1,0,104,0
7,4891,1,0,85,0
8,5628,0,0,81,0
9,6378,0,0,80,0
10,7023,1,0,70,0
11,7728,1,0,85,0
12,8506,1,0,77,0
