frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,617.640015,78.545387,72.802208,72.077873,51.478935,104.946251,1.447642
1,1331,618.000000,83.201988,86.834587,86.023369,61.401325,109.362152,1.439902
2,2021,619.979614,84.084900,90.542648,89.716560,64.023315,109.959305,1.538246
3,7164,647.255310,90.781494,93.875763,92.898132,66.380188,119.496414,2.042675
4,7856,649.108704,91.791367,94.861214,93.828362,67.077003,120.837280,2.047581
5,8476,648.391296,91.889175,95.458611,94.419624,67.499435,120.868332,2.067940
6,9088,647.617004,91.039764,94.420982,93.417046,66.765717,119.781662,2.032102
