frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,92,0
1,582,0,0,103,0
2,1138,1,0,105,0
3,1901,0,0,78,0
4,2469,1,0,121,0
5,3159,1,0,86,0
6,3919,0,0,78,0
7,4615,0,0,86,0
8,5385,0,0,77,0
9,6209,0,0,72,0
10,6917,0,0,84,0
11,7615,0,0,85,0
12,8302,1,0,79,0
13,8994,1,0,86,0
14,9614,1,0,96,0
15,10226,1,0,98,0
