frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,731.209290,191.081955,225.228806,222.621323,159.260818,245.647354,0.883938
1,1681,731.534912,193.522171,233.326126,230.618332,164.986481,247.570984,0.843131
