frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,97,0
1,718,0,0,83,0
2,1336,0,0,97,0
3,1990,0,0,91,0
4,2656,0,0,90,0
5,3340,0,0,87,0
6,4034,0,0,86,0
7,4195,1,0,82,0
