frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,728.232544,157.833984,184.626495,182.785034,130.550644,203.227448,0.298827
1,881,744.682922,152.487442,182.768097,180.652206,129.236557,195.329971,0.349798
2,2051,758.414612,164.643860,184.996353,182.919144,130.812180,213.680344,0.467052
3,2531,749.878052,169.831268,214.467880,211.941956,151.651688,214.909760,0.416165
4,3340,751.292664,170.082230,218.489182,215.900101,154.495178,214.293137,0.417108
