frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,57,0
1,881,1,0,68,0
2,2051,1,0,51,0
3,2531,1,0,125,0
4,3340,1,0,74,0
