frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,705.431824,155.462311,189.984604,188.032700,134.339401,198.276382,0.680246
1,701,705.333313,153.686935,188.853439,187.132812,133.539551,195.762466,0.668205
