frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,114,0
1,501,0,0,119,0
2,1009,0,0,118,0
3,1497,0,0,122,0
4,1991,0,0,121,0
5,2561,0,0,105,0
6,3107,0,0,109,0
7,3614,0,0,118,0
8,4091,0,0,125,0
9,4621,0,0,113,0
10,5183,0,0,106,0
11,5677,0,0,121,0
12,6249,0,0,104,0
13,6763,0,0,116,0
14,7320,0,0,107,0
15,7818,0,0,120,0
16,8398,0,0,103,0
17,8938,1,0,121,0
