frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,662.755554,93.050606,94.556679,93.506630,66.861671,122.807121,1.055850
1,523,660.822205,95.053879,93.968224,92.990440,66.445572,125.948296,1.025978
2,1335,663.622192,97.633194,103.527679,102.394119,73.205124,128.003845,0.807519
