frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,110,0
1,576,0,0,104,0
2,1131,0,0,108,0
3,1691,0,0,107,0
4,2209,0,0,115,0
5,2781,1,0,107,0
6,3390,0,0,98,0
7,3988,0,0,100,0
8,4648,0,0,90,0
9,4897,1,0,80,0
