frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,764.190491,208.174454,242.036896,239.148636,171.145935,268.379822,0.343457
1,801,772.414612,207.967926,208.257462,206.310150,147.260269,275.060974,0.370924
2,1768,777.047607,207.598785,207.609604,205.442322,146.802155,274.625336,0.373854
