frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,103,0
1,607,1,0,98,0
2,1188,1,0,103,0
3,1771,1,0,102,0
4,2398,1,0,95,0
