frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,752.659119,181.876129,167.556351,165.908035,118.480232,243.185257,1.821821
1,3798,729.930237,157.948364,151.744598,150.056656,107.299637,210.092285,2.012185
2,4603,733.465088,157.886536,152.073441,150.323059,107.532166,209.939835,2.081084
3,5152,730.395325,160.197235,157.099487,155.298965,111.086113,212.499985,1.944218
