frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,101,0
1,560,0,0,107,0
2,1185,0,0,96,0
3,1741,0,0,107,0
4,2332,0,0,101,0
5,2959,0,0,95,0
6,3521,0,0,106,0
7,3875,1,0,87,0
8,4483,0,0,98,0
9,5169,0,0,87,0
10,5843,0,0,89,0
11,6296,1,0,101,0
12,6850,0,0,108,0
13,7365,0,0,116,0
14,7953,0,0,102,0
15,8544,1,0,121,0
