frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,68,0
1,908,0,0,66,0
2,1918,0,0,59,0
3,2875,1,0,88,0
