frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,73,0
1,768,0,0,78,0
2,1558,0,0,75,0
3,2274,0,0,83,0
4,3030,0,0,79,0
5,3754,1,0,96,0
6,4410,1,0,91,0
7,5077,1,0,89,0
8,5814,1,0,81,0
