frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,637.106384,139.180084,144.835922,143.310852,102.414467,183.024124,1.578854
1,973,647.891296,147.992676,152.177078,150.828506,107.605446,194.972305,1.180560
2,1509,648.021729,147.889069,165.783508,163.973022,117.226646,192.019028,1.439250
