frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,70,0
1,880,0,0,68,0
2,1527,1,0,68,0
3,2007,1,0,125,0
4,2905,1,0,66,0
5,3918,1,0,59,0
