frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,118,0
1,515,1,0,116,0
2,1031,1,0,116,0
3,1560,1,0,113,0
