frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,99,0
1,665,0,0,90,0
2,1246,1,0,86,0
3,2231,0,0,60,0
4,2927,1,0,83,0
