frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,578.788452,62.692009,85.801147,84.972511,60.670574,77.589417,0.202005
1,572,579.346130,62.496082,85.837883,85.008713,60.696548,77.262444,0.195235
2,1282,581.826904,65.070312,87.599594,86.764160,61.942268,80.931259,0.210478
