frame_number,frame_timestamp,4.0.acc.x,4.0.acc.y,4.0.acc.z,4.0.gyro.x,4.0.gyro.y,4.0.gyro.z,4.0.mag.x,4.0.mag.y,4.0.mag.z,4.0.lin_acc.x,4.0.lin_acc.y,4.0.lin_acc.z,4.0.q6.w,4.0.q6.x,4.0.q6.y,4.0.q6.z,4.0.q9.w,4.0.q9.x,4.0.q9.y,4.0.q9.z,4.0.imu_timestamp,4.0.temp,0.0.acc.x,0.0.acc.y,0.0.acc.z,0.0.gyro.x,0.0.gyro.y,0.0.gyro.z,0.0.mag.x,0.0.mag.y,0.0.mag.z,0.0.lin_acc.x,0.0.lin_acc.y,0.0.lin_acc.z,0.0.q6.w,0.0.q6.x,0.0.q6.y,0.0.q6.z,0.0.q9.w,0.0.q9.x,0.0.q9.y,0.0.q9.z,0.0.imu_timestamp,0.0.temp,0.1.acc.x,0.1.acc.y,0.1.acc.z,0.1.gyro.x,0.1.gyro.y,0.1.gyro.z,0.1.mag.x,0.1.mag.y,0.1.mag.z,0.1.lin_acc.x,0.1.lin_acc.y,0.1.lin_acc.z,0.1.q6.w,0.1.q6.x,0.1.q6.y,0.1.q6.z,0.1.q9.w,0.1.q9.x,0.1.q9.y,0.1.q9.z,0.1.imu_timestamp,0.1.temp,0.2.acc.x,0.2.acc.y,0.2.acc.z,0.2.gyro.x,0.2.gyro.y,0.2.gyro.z,0.2.mag.x,0.2.mag.y,0.2.mag.z,0.2.lin_acc.x,0.2.lin_acc.y,0.2.lin_acc.z,0.2.q6.w,0.2.q6.x,0.2.q6.y,0.2.q6.z,0.2.q9.w,0.2.q9.x,0.2.q9.y,0.2.q9.z,0.2.imu_timestamp,0.2.temp,1.0.acc.x,1.0.acc.y,1.0.acc.z,1.0.gyro.x,1.0.gyro.y,1.0.gyro.z,1.0.mag.x,1.0.mag.y,1.0.mag.z,1.0.lin_acc.x,1.0.lin_acc.y,1.0.lin_acc.z,1.0.q6.w,1.0.q6.x,1.0.q6.y,1.0.q6.z,1.0.q9.w,1.0.q9.x,1.0.q9.y,1.0.q9.z,1.0.imu_timestamp,1.0.temp,1.1.acc.x,1.1.acc.y,1.1.acc.z,1.1.gyro.x,1.1.gyro.y,1.1.gyro.z,1.1.mag.x,1.1.mag.y,1.1.mag.z,1.1.lin_acc.x,1.1.lin_acc.y,1.1.lin_acc.z,1.1.q6.w,1.1.q6.x,1.1.q6.y,1.1.q6.z,1.1.q9.w,1.1.q9.x,1.1.q9.y,1.1.q9.z,1.1.imu_timestamp,1.1.temp,1.2.acc.x,1.2.acc.y,1.2.acc.z,1.2.gyro.x,1.2.gyro.y,1.2.gyro.z,1.2.mag.x,1.2.mag.y,1.2.mag.z,1.2.lin_acc.x,1.2.lin_acc.y,1.2.lin_acc.z,1.2.q6.w,1.2.q6.x,1.2.q6.y,1.2.q6.z,1.2.q9.w,1.2.q9.x,1.2.q9.y,1.2.q9.z,1.2.imu_timestamp,1.2.temp,7.0.acc.x,7.0.acc.y,7.0.acc.z,7.0.gyro.x,7.0.gyro.y,7.0.gyro.z,7.0.mag.x,7.0.mag.y,7.0.mag.z,7.0.lin_acc.x,7.0.lin_acc.y,7.0.lin_acc.z,7.0.q6.w,7.0.q6.x,7.0.q6.y,7.0.q6.z,7.0.q9.w,7.0.q9.x,7.0.q9.y,7.0.q9.z,7.0.imu_timestamp,7.0.temp,7.1.acc.x,7.1.acc.y,7.1.acc.z,7.1.gyro.x,7.1.gyro.y,7.1.gyro.z,7.1.mag.x,7.1.mag.y,7.1.mag.z,7.1.lin_acc.x,7.1.lin_acc.y,7.1.lin_acc.z,7.1.q6.w,7.1.q6.x,7.1.q6.y,7.1.q6.z,7.1.q9.w,7.1.q9.x,7.1.q9.y,7.1.q9.z,7.1.imu_timestamp,7.1.temp,7.2.acc.x,7.2.acc.y,7.2.acc.z,7.2.gyro.x,7.2.gyro.y,7.2.gyro.z,7.2.mag.x,7.2.mag.y,7.2.mag.z,7.2.lin_acc.x,7.2.lin_acc.y,7.2.lin_acc.z,7.2.q6.w,7.2.q6.x,7.2.q6.y,7.2.q6.z,7.2.q9.w,7.2.q9.x,7.2.q9.y,7.2.q9.z,7.2.imu_timestamp,7.2.temp,6.0.acc.x,6.0.acc.y,6.0.acc.z,6.0.gyro.x,6.0.gyro.y,6.0.gyro.z,6.0.mag.x,6.0.mag.y,6.0.mag.z,6.0.lin_acc.x,6.0.lin_acc.y,6.0.lin_acc.z,6.0.q6.w,6.0.q6.x,6.0.q6.y,6.0.q6.z,6.0.q9.w,6.0.q9.x,6.0.q9.y,6.0.q9.z,6.0.imu_timestamp,6.0.temp,6.1.acc.x,6.1.acc.y,6.1.acc.z,6.1.gyro.x,6.1.gyro.y,6.1.gyro.z,6.1.mag.x,6.1.mag.y,6.1.mag.z,6.1.lin_acc.x,6.1.lin_acc.y,6.1.lin_acc.z,6.1.q6.w,6.1.q6.x,6.1.q6.y,6.1.q6.z,6.1.q9.w,6.1.q9.x,6.1.q9.y,6.1.q9.z,6.1.imu_timestamp,6.1.temp,6.2.acc.x,6.2.acc.y,6.2.acc.z,6.2.gyro.x,6.2.gyro.y,6.2.gyro.z,6.2.mag.x,6.2.mag.y,6.2.mag.z,6.2.lin_acc.x,6.2.lin_acc.y,6.2.lin_acc.z,6.2.q6.w,6.2.q6.x,6.2.q6.y,6.2.q6.z,6.2.q9.w,6.2.q9.x,6.2.q9.y,6.2.q9.z,6.2.imu_timestamp,6.2.temp,6.3.acc.x,6.3.acc.y,6.3.acc.z,6.3.gyro.x,6.3.gyro.y,6.3.gyro.z,6.3.mag.x,6.3.mag.y,6.3.mag.z,6.3.lin_acc.x,6.3.lin_acc.y,6.3.lin_acc.z,6.3.q6.w,6.3.q6.x,6.3.q6.y,6.3.q6.z,6.3.q9.w,6.3.q9.x,6.3.q9.y,6.3.q9.z,6.3.imu_timestamp,6.3.temp
0,0,0.359130,7.896077,5.161899,2.000000,-1.000000,0.000000,-16.000000,-18.000000,15.000000,0.323217,7.881712,5.291186,-0.436288,-0.211911,0.422438,0.765698,-0.289474,-0.131579,0.454294,0.832171,2438629,33.000000,4.065354,8.566454,0.842759,-5.000000,-1.000000,0.000000,-24.000000,-25.000000,-27.000000,3.955221,8.559271,0.658405,0.677900,0.655125,0.027701,0.332410,0.753372,0.583102,-0.300554,-0.045706,2439310,36.000000,-4.707001,8.322245,-1.168370,2.000000,0.000000,0.000000,24.000000,-8.000000,18.000000,-4.781221,8.372523,-1.146823,0.310249,-0.019391,0.744043,0.591413,0.391967,0.084488,0.738882,0.541551,2439312,31.000000,-2.284068,9.433155,-0.972046,-1.000000,0.000000,-2.000000,9.000000,-1.000000,27.000000,-2.281674,9.430760,-0.969652,0.139889,-0.016620,0.731080,0.667590,0.184211,0.030471,0.730844,0.656510,2439308,27.000000,-3.768473,8.906430,1.072602,1.000000,-3.000000,-1.000000,22.000000,1.000000,17.000000,-3.825934,9.105149,1.012747,0.741832,0.646814,0.163435,-0.067867,0.429363,0.181440,0.643976,0.606648,2440933,35.000000,4.070143,8.908825,-0.344765,0.000000,0.000000,0.000000,-54.000000,-49.000000,-20.000000,4.070143,8.906430,-0.344765,0.645429,0.710702,0.006925,0.279778,0.677560,0.551247,-0.445983,-0.195291,2440935,30.000000,2.741361,9.495404,-0.169988,0.000000,-1.000000,3.000000,-18.000000,-14.000000,20.000000,2.738967,9.495404,-0.167594,-0.328255,-0.128809,0.702900,0.617729,-0.303324,-0.101108,0.706314,0.631579,2440932,27.000000,-8.422802,-3.428497,3.567361,0.000000,0.000000,-4.000000,22.000000,7.000000,21.000000,-8.350976,-3.543418,3.655946,0.746793,0.038781,0.559557,-0.357341,0.680305,-0.466759,0.310249,0.472299,2414641,35.000000,-0.138864,6.933608,7.134721,0.000000,6.000000,-4.000000,-9.000000,-3.000000,-5.000000,0.009577,7.003040,6.955156,0.886310,0.360111,0.105263,0.271468,0.683564,0.272853,-0.257618,-0.626039,2414639,29.000000,1.388637,7.302315,-5.904101,-17.000000,-3.000000,9.000000,-14.000000,1.000000,-7.000000,1.386243,7.302315,-5.904101,0.432133,0.849372,-0.295014,-0.069252,0.390582,0.722120,-0.536011,-0.196676,2414638,26.000000,9.572019,-0.627281,1.321599,-2.000000,0.000000,2.000000,-9.000000,22.000000,-15.000000,9.569624,-0.624887,1.321599,-0.375346,0.591413,0.283934,0.654773,0.721113,0.148199,-0.638504,0.224377,2419957,35.000000,-4.898537,4.960786,7.105990,3.000000,0.000000,0.000000,-14.000000,-16.000000,0.000000,-4.635174,5.020641,6.931214,0.916678,0.304709,0.225762,-0.126039,-0.342105,-0.347645,0.152355,0.859590,2419961,31.000000,2.676718,7.053318,-6.191406,4.000000,-1.000000,0.000000,-8.000000,12.000000,16.000000,2.674323,7.053318,-6.189012,-0.357341,-0.536011,0.729040,0.231302,-0.199446,-0.114958,0.897262,0.376731,2419964,25.000000,1.106121,9.567230,-0.718261,-1.000000,-1.000000,0.000000,-7.000000,4.000000,-7.000000,1.106121,9.567230,-0.715866,-0.048476,0.012465,0.739089,0.671745,0.361496,0.450138,0.586705,0.567867,2419948,29.000000
1,2,0.311246,7.929596,5.209783,2.000000,-1.000000,-1.000000,-16.000000,-18.000000,15.000000,0.356736,7.896077,5.161899,-0.436288,-0.211911,0.422438,0.765698,-0.289474,-0.131579,0.454294,0.832171,2438638,33.000000,3.974375,8.470686,0.785298,-5.000000,-2.000000,0.000000,-24.000000,-25.000000,-27.000000,4.065354,8.564059,0.840365,0.677955,0.655125,0.026316,0.332410,0.753372,0.583102,-0.300554,-0.045706,2439319,36.000000,-4.850653,8.508993,-1.235408,1.000000,0.000000,0.000000,24.000000,-8.000000,18.000000,-4.704607,8.319851,-1.165976,0.310249,-0.019391,0.744043,0.591413,0.391967,0.085873,0.739735,0.540166,2439320,32.000000,-2.217031,9.481039,-1.058237,-2.000000,0.000000,-2.000000,8.000000,-1.000000,27.000000,-2.214637,9.478644,-1.055843,0.139889,-0.016620,0.731080,0.667590,0.184211,0.030471,0.730844,0.656510,2439317,27.000000,-3.696647,9.112331,1.101333,1.000000,-4.000000,-1.000000,22.000000,2.000000,17.000000,-3.768473,8.904037,1.070208,0.741832,0.646814,0.163435,-0.067867,0.430748,0.181440,0.643050,0.606648,2440943,35.000000,4.343082,8.932767,-0.301669,0.000000,0.000000,0.000000,-55.000000,-49.000000,-20.000000,4.343082,8.930372,-0.301669,0.645429,0.710702,0.006925,0.279778,0.677772,0.549861,-0.447368,-0.195291,2440945,30.000000,2.851494,9.457097,-0.318429,0.000000,-1.000000,2.000000,-18.000000,-14.000000,20.000000,2.849100,9.457097,-0.316035,-0.328255,-0.128809,0.702900,0.617729,-0.301939,-0.101108,0.706907,0.631579,2440940,27.000000,-8.365341,-3.466804,3.462016,2.000000,0.000000,-5.000000,22.000000,7.000000,22.000000,-8.422802,-3.428497,3.564966,0.746793,0.038781,0.559557,-0.357341,0.680305,-0.466759,0.310249,0.472299,2414649,35.000000,-0.071826,6.967127,6.971915,0.000000,8.000000,-5.000000,-10.000000,-2.000000,-6.000000,-0.136469,6.931214,7.132327,0.886144,0.360111,0.106648,0.271468,0.683530,0.274238,-0.256233,-0.626039,2414650,29.000000,1.067814,7.479486,-6.042965,-17.000000,-4.000000,9.000000,-13.000000,1.000000,-8.000000,1.065420,7.479486,-6.042965,0.432133,0.849372,-0.295014,-0.069252,0.391967,0.721369,-0.536011,-0.196676,2414647,26.000000,9.658210,-0.756568,1.331176,-2.000000,-1.000000,2.000000,-10.000000,22.000000,-14.000000,9.473856,-0.715866,1.230620,-0.375346,0.591413,0.283934,0.654773,0.721113,0.148199,-0.638504,0.224377,2419970,35.000000,-4.946421,5.003881,6.952762,3.000000,0.000000,0.000000,-14.000000,-15.000000,0.000000,-4.946421,5.001487,6.950367,0.916486,0.304709,0.225762,-0.127424,-0.342105,-0.347645,0.152355,0.859590,2419973,31.000000,2.691083,6.957550,-6.205771,3.000000,-2.000000,1.000000,-8.000000,11.000000,17.000000,2.688689,6.957550,-6.203377,-0.357341,-0.536011,0.729040,0.231302,-0.199446,-0.114958,0.897842,0.375346,2419976,25.000000,1.115698,9.457097,-0.670376,-2.000000,-1.000000,1.000000,-7.000000,5.000000,-6.000000,1.113304,9.457097,-0.667982,-0.048476,0.012465,0.739089,0.671745,0.362881,0.451524,0.584783,0.567867,2419968,29.000000
2,14,0.512359,7.929596,5.228937,2.000000,0.000000,0.000000,-17.000000,-19.000000,14.000000,0.308852,7.929596,5.209783,-0.436288,-0.211911,0.422438,0.765698,-0.288089,-0.131579,0.454294,0.832652,2438646,33.000000,4.012682,8.700529,0.751779,-5.000000,-2.000000,0.000000,-23.000000,-26.000000,-29.000000,3.974375,8.468291,0.782904,0.677955,0.655125,0.026316,0.332410,0.753372,0.583102,-0.300554,-0.045706,2439328,36.000000,-4.826711,8.590396,-1.182736,2.000000,0.000000,0.000000,23.000000,-8.000000,18.000000,-4.848258,8.506598,-1.233014,0.310249,-0.019391,0.744043,0.591413,0.391967,0.085873,0.739735,0.540166,2439329,31.000000,-2.183512,9.572019,-0.976834,-2.000000,0.000000,-2.000000,9.000000,-2.000000,28.000000,-2.181118,9.569624,-0.974440,0.139889,-0.016620,0.731080,0.667590,0.184211,0.030471,0.730844,0.656510,2439326,27.000000,-3.663129,9.016563,1.154005,1.000000,-3.000000,-2.000000,22.000000,2.000000,17.000000,-3.696647,9.109938,1.098939,0.741832,0.646814,0.163435,-0.067867,0.430748,0.181440,0.643050,0.606648,2440951,35.000000,4.247314,8.836999,-0.225055,0.000000,-1.000000,0.000000,-55.000000,-49.000000,-20.000000,4.247314,8.834604,-0.225055,0.645429,0.710714,0.005540,0.279778,0.677772,0.549861,-0.447368,-0.195291,2440953,30.000000,2.966416,9.533711,-0.208296,0.000000,-2.000000,2.000000,-16.000000,-15.000000,22.000000,2.964022,9.533711,-0.205901,-0.328255,-0.128809,0.702900,0.617729,-0.301939,-0.099723,0.707104,0.631579,2440949,27.000000,-8.446744,-3.390190,3.543418,2.000000,1.000000,-5.000000,22.000000,7.000000,22.000000,-8.365341,-3.466804,3.459621,0.746793,0.038781,0.559557,-0.357341,0.681265,-0.466759,0.310249,0.470914,2414657,35.000000,0.100556,6.924031,6.895301,0.000000,8.000000,-5.000000,-10.000000,-2.000000,-6.000000,-0.069432,6.964733,6.969521,0.886144,0.360111,0.106648,0.271468,0.683530,0.274238,-0.256233,-0.626039,2414658,29.000000,1.340753,7.627927,-5.908890,-18.000000,-2.000000,9.000000,-13.000000,1.000000,-8.000000,1.338359,7.627927,-5.908890,0.433518,0.848551,-0.295014,-0.070637,0.393352,0.719202,-0.537396,-0.198061,2414656,26.000000,9.615114,-0.746991,1.326388,-3.000000,-1.000000,3.000000,-10.000000,22.000000,-14.000000,9.612720,-0.744597,1.326388,-0.375346,0.591413,0.282548,0.655372,0.721113,0.148199,-0.638504,0.224377,2419983,35.000000,-5.094861,5.042189,6.794744,4.000000,0.000000,0.000000,-15.000000,-14.000000,0.000000,-4.888960,5.102044,6.979098,0.916025,0.306094,0.225762,-0.127424,-0.342105,-0.349030,0.153740,0.858782,2419985,31.000000,2.470816,6.995857,-6.253655,3.000000,-1.000000,2.000000,-10.000000,12.000000,15.000000,2.468422,6.995857,-6.251261,-0.357341,-0.536011,0.729040,0.231302,-0.199446,-0.114958,0.897842,0.375346,2419987,25.000000,1.173159,9.648633,-0.842759,-2.000000,-1.000000,1.000000,-8.000000,5.000000,-6.000000,1.170765,9.648633,-0.840365,-0.048476,0.012465,0.737828,0.673130,0.362881,0.451524,0.584783,0.567867,2419979,29.000000
3,23,0.407014,8.001422,5.219360,2.000000,-1.000000,-1.000000,-18.000000,-19.000000,14.000000,0.509965,7.929596,5.228937,-0.436288,-0.211911,0.422438,0.765698,-0.288089,-0.131579,0.454294,0.832652,2438655,33.000000,4.022259,8.753201,0.833182,-4.000000,-1.000000,0.000000,-24.000000,-25.000000,-28.000000,4.012682,8.698134,0.749385,0.677955,0.655125,0.026316,0.332410,0.753372,0.583102,-0.300554,-0.045706,2439335,36.000000,-4.903325,8.619126,-1.063026,2.000000,0.000000,0.000000,22.000000,-9.000000,19.000000,-4.824317,8.588001,-1.180341,0.310249,-0.019391,0.744043,0.591413,0.391967,0.085873,0.739735,0.540166,2439336,31.000000,-2.188300,9.533711,-1.024718,-2.000000,0.000000,-1.000000,9.000000,-2.000000,28.000000,-2.188300,9.531317,-1.022324,0.139889,-0.016620,0.731080,0.667590,0.184211,0.030471,0.730844,0.656510,2439338,27.000000,-3.643975,8.925584,1.173159,0.000000,-2.000000,-1.000000,21.000000,2.000000,17.000000,-3.663129,9.014170,1.151611,0.741704,0.646814,0.163435,-0.069252,0.430748,0.181440,0.643050,0.606648,2440960,35.000000,4.276044,8.755595,-0.292093,0.000000,-1.000000,0.000000,-54.000000,-49.000000,-21.000000,4.276044,8.753201,-0.292093,0.645429,0.710714,0.005540,0.279778,0.677772,0.549861,-0.447368,-0.195291,2440962,30.000000,2.851494,9.437943,-0.198719,0.000000,-2.000000,2.000000,-17.000000,-13.000000,21.000000,2.849100,9.437943,-0.196325,-0.328255,-0.128809,0.702900,0.617729,-0.301939,-0.099723,0.707104,0.631579,2440959,27.000000,-8.231265,-3.462016,3.682282,2.000000,1.000000,-5.000000,21.000000,7.000000,21.000000,-8.446744,-3.390190,3.541024,0.746129,0.038781,0.559557,-0.358726,0.681265,-0.466759,0.310249,0.470914,2414667,35.000000,0.177171,6.856994,6.909666,0.000000,8.000000,-5.000000,-7.000000,-4.000000,-5.000000,0.100556,6.921637,6.892907,0.885976,0.360111,0.108033,0.271468,0.682973,0.275623,-0.256233,-0.626039,2414666,30.000000,1.163582,7.407660,-5.913678,-19.000000,-3.000000,9.000000,-13.000000,1.000000,-7.000000,1.161188,7.407660,-5.913678,0.434903,0.847359,-0.296399,-0.070637,0.394737,0.718443,-0.537396,-0.198061,2414664,26.000000,9.706094,-0.799663,1.259350,-3.000000,-1.000000,2.000000,-10.000000,21.000000,-14.000000,9.703699,-0.797269,1.259350,-0.375346,0.591413,0.282548,0.655372,0.721113,0.148199,-0.638504,0.224377,2419992,35.000000,-4.836287,5.032612,6.947973,5.000000,0.000000,0.000000,-15.000000,-14.000000,0.000000,-5.094861,5.039794,6.792350,0.916025,0.306094,0.225762,-0.127424,-0.342105,-0.349030,0.153740,0.858782,2419994,31.000000,2.619257,7.062895,-6.172252,3.000000,-2.000000,1.000000,-8.000000,11.000000,15.000000,2.616863,7.062895,-6.169858,-0.355956,-0.536011,0.729717,0.231302,-0.199446,-0.114958,0.897842,0.375346,2419996,25.000000,1.005565,9.677363,-0.742203,-2.000000,-1.000000,1.000000,-8.000000,5.000000,-5.000000,1.005565,9.677363,-0.739808,-0.048476,0.012465,0.737828,0.673130,0.362881,0.452909,0.583711,0.567867,2419990,29.000000
4,33,0.383072,7.934384,5.257667,2.000000,-1.000000,0.000000,-18.000000,-19.000000,14.000000,0.404620,8.001422,5.219360,-0.434903,-0.211911,0.422438,0.766485,-0.288089,-0.131579,0.454294,0.832652,2438664,33.000000,4.146757,8.724471,0.790087,-4.000000,-2.000000,0.000000,-24.000000,-25.000000,-28.000000,4.113238,8.726865,0.835576,0.677955,0.655125,0.026316,0.332410,0.753372,0.583102,-0.300554,-0.045706,2439352,36.000000,-4.807557,8.619126,-1.063026,2.000000,0.000000,0.000000,24.000000,-7.000000,18.000000,-4.939238,8.640674,-1.046266,0.310249,-0.019391,0.745142,0.590028,0.391967,0.085873,0.739735,0.540166,2439353,31.000000,-2.207454,9.504981,-1.063026,-1.000000,-1.000000,-1.000000,8.000000,-2.000000,26.000000,-2.207454,9.502586,-1.060631,0.139889,-0.016620,0.731080,0.667590,0.184211,0.030471,0.730844,0.656510,2439355,26.000000,-3.778050,9.069236,1.158794,1.000000,-3.000000,-1.000000,22.000000,0.000000,18.000000,-3.643975,8.923190,1.170765,0.741704,0.646814,0.163435,-0.069252,0.430748,0.181440,0.643050,0.606648,2440969,35.000000,3.960010,8.851364,-0.215478,0.000000,-1.000000,1.000000,-55.000000,-49.000000,-19.000000,3.960010,8.848969,-0.215478,0.645429,0.710714,0.005540,0.279778,0.677772,0.549861,-0.447368,-0.195291,2440972,30.000000,2.779668,9.476251,-0.098162,-2.000000,-2.000000,1.000000,-17.000000,-13.000000,21.000000,2.777274,9.476251,-0.095768,-0.328255,-0.128809,0.702900,0.617729,-0.301939,-0.099723,0.707104,0.631579,2440967,27.000000,-8.159439,-3.318364,3.538630,1.000000,1.000000,-4.000000,21.000000,7.000000,21.000000,-8.231265,-3.462016,3.679888,0.746129,0.038781,0.559557,-0.358726,0.681265,-0.466759,0.310249,0.470914,2414675,35.000000,0.497994,6.914454,6.761226,0.000000,7.000000,-5.000000,-8.000000,-3.000000,-5.000000,0.177171,6.854599,6.907272,0.885976,0.360111,0.108033,0.271468,0.683491,0.275623,-0.254848,-0.626039,2414677,29.000000,1.426944,7.575254,-5.731719,-18.000000,-3.000000,8.000000,-14.000000,1.000000,-7.000000,1.424550,7.575254,-5.731719,0.436288,0.846647,-0.296399,-0.070637,0.394737,0.718060,-0.537396,-0.199446,2414674,26.000000,9.706094,-0.799663,1.259350,-3.000000,-1.000000,2.000000,-10.000000,21.000000,-14.000000,9.703699,-0.797269,1.259350,-0.375346,0.591413,0.282548,0.655372,0.721113,0.148199,-0.638504,0.224377,2419992,35.000000,-4.836287,5.032612,6.947973,5.000000,0.000000,0.000000,-15.000000,-14.000000,0.000000,-5.094861,5.039794,6.792350,0.916025,0.306094,0.225762,-0.127424,-0.342105,-0.349030,0.153740,0.858782,2419994,31.000000,2.619257,7.062895,-6.172252,3.000000,-2.000000,1.000000,-8.000000,11.000000,15.000000,2.616863,7.062895,-6.169858,-0.355956,-0.536011,0.729717,0.231302,-0.199446,-0.114958,0.897842,0.375346,2419996,25.000000,1.005565,9.677363,-0.742203,-2.000000,-1.000000,1.000000,-8.000000,5.000000,-5.000000,1.005565,9.677363,-0.739808,-0.048476,0.012465,0.737828,0.673130,0.362881,0.452909,0.583711,0.567867,2419990,29.000000
5,43,0.450110,8.039729,5.334281,1.000000,-1.000000,-1.000000,-16.000000,-17.000000,17.000000,0.380678,7.934384,5.257667,-0.434903,-0.211911,0.422438,0.766485,-0.288089,-0.131579,0.454294,0.832652,2438672,33.000000,4.084508,8.815451,0.794875,-4.000000,-2.000000,0.000000,-24.000000,-24.000000,-25.000000,4.146757,8.722076,0.787692,0.678007,0.655125,0.024931,0.332410,0.753372,0.583102,-0.300554,-0.045706,2439361,36.000000,-5.564125,9.327810,-0.857124,1.000000,0.000000,-1.000000,23.000000,-8.000000,19.000000,-4.805163,8.616732,-1.060631,0.310249,-0.019391,0.745142,0.590028,0.391967,0.085873,0.739735,0.540166,2439363,31.000000,-2.489970,10.184934,-0.684742,0.000000,0.000000,-1.000000,8.000000,-2.000000,26.000000,-2.489970,10.182540,-0.682347,0.141274,-0.016620,0.730814,0.667590,0.184211,0.030471,0.730844,0.656510,2439364,27.000000,-3.615245,9.002198,1.149217,1.000000,-2.000000,0.000000,21.000000,2.000000,17.000000,-3.629610,9.124303,1.122881,0.741704,0.646814,0.163435,-0.069252,0.430748,0.181440,0.644354,0.605263,2440987,35.000000,3.969586,8.832211,-0.344765,0.000000,-1.000000,0.000000,-55.000000,-49.000000,-20.000000,3.969586,8.829816,-0.344765,0.645429,0.710714,0.005540,0.279778,0.677772,0.549861,-0.447368,-0.195291,2440989,30.000000,2.726996,9.490616,-0.169988,-2.000000,-2.000000,3.000000,-17.000000,-14.000000,22.000000,2.724602,9.490616,-0.167594,-0.328255,-0.128809,0.701680,0.619114,-0.301939,-0.098338,0.707298,0.631579,2440985,27.000000,-8.140285,-3.313575,3.481169,1.000000,0.000000,-5.000000,21.000000,7.000000,21.000000,-8.159439,-3.318364,3.536236,0.746129,0.038781,0.559557,-0.358726,0.681265,-0.466759,0.310249,0.470914,2414685,35.000000,0.268151,6.756437,6.995857,0.000000,6.000000,-5.000000,-8.000000,-3.000000,-5.000000,0.497994,6.912060,6.758832,0.885806,0.360111,0.109418,0.271468,0.683491,0.275623,-0.254848,-0.626039,2414683,30.000000,1.532289,7.513005,-5.784391,-17.000000,-3.000000,7.000000,-14.000000,1.000000,-7.000000,1.529895,7.513005,-5.784391,0.437673,0.845445,-0.297784,-0.070637,0.396122,0.717296,-0.537396,-0.199446,2414682,26.000000,9.859323,-0.799663,1.268927,-3.000000,-1.000000,3.000000,-9.000000,23.000000,-14.000000,9.694122,-0.792481,1.292869,-0.375346,0.591413,0.282548,0.655372,0.720168,0.146814,-0.639889,0.224377,2420006,35.000000,-4.687847,5.157111,7.067683,4.000000,-1.000000,0.000000,-14.000000,-16.000000,0.000000,-4.687847,5.154716,7.065289,0.916025,0.306094,0.225762,-0.127424,-0.342105,-0.349030,0.153740,0.858782,2420009,31.000000,2.614468,6.919243,-6.157887,2.000000,-3.000000,0.000000,-9.000000,11.000000,16.000000,2.612074,6.919243,-6.155493,-0.355956,-0.536011,0.729717,0.231302,-0.199446,-0.114958,0.897842,0.375346,2420012,25.000000,0.976834,9.615114,-0.689530,-2.000000,-2.000000,1.000000,-8.000000,2.000000,-8.000000,0.976834,9.615114,-0.687136,-0.048476,0.013850,0.737804,0.673130,0.362881,0.452909,0.583711,0.567867,2419998,29.000000
