frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,533.241394,83.996513,62.432316,61.893681,44.146313,114.614044,1.450011
1,517,533.586182,83.886108,62.754253,62.211540,44.373959,114.408195,1.496375
2,1081,535.561401,84.333946,63.566772,63.021439,44.948498,114.953232,1.491154
