frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,742.186035,181.587341,233.484314,230.754776,165.098343,228.733887,0.729327
1,483,734.720947,185.540817,239.630783,236.916382,169.444550,233.441772,0.772686
2,1719,745.837219,200.670990,266.154022,263.262665,188.199310,250.655548,0.643814
3,3125,752.682922,225.487305,255.243805,253.157867,180.484619,292.235687,0.806601
4,4080,768.224976,224.628967,257.526947,254.309113,182.099045,290.407135,1.156950
5,4676,764.024414,223.428238,260.278839,257.369720,184.044922,287.930695,1.069558
