frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,83,0
1,787,0,0,76,0
2,1517,0,0,82,0
3,2210,0,0,86,0
4,2627,1,0,71,0
5,3110,1,0,124,0
6,4346,1,0,48,0
7,5752,1,0,42,0
8,6707,1,0,62,0
9,7303,1,0,100,0
