frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,97,0
1,765,1,0,78,0
2,1477,1,0,84,0
3,2078,1,0,99,0
4,2757,0,0,88,0
5,3577,0,0,73,0
6,4377,0,0,75,0
7,4689,1,0,66,0
8,5499,0,0,74,0
9,6422,0,0,65,0
10,7315,1,0,71,0
11,8299,0,0,60,0
12,9283,0,0,60,0
13,10186,0,0,66,0
14,11032,1,0,117,0
15,12116,1,0,55,0
16,12780,1,0,90,0
17,13818,1,0,57,0
18,14465,1,0,92,0
19,15456,1,0,60,0
20,16032,1,0,104,0
21,16521,1,0,122,0
