frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,920.000000,-nan(ind),-nan(ind),0.000000,-nan(ind),-nan(ind),-nan(ind)
1,447,667.693848,116.956039,147.885406,146.441467,104.570778,147.952377,1.236699
2,1037,666.040833,117.479599,149.068741,147.540024,105.407516,148.484131,1.121742
3,3437,658.816345,122.476303,148.675369,147.182098,105.129364,156.444229,1.226026
