frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,612.823547,87.782852,81.161972,80.412903,57.390179,117.323662,0.127157
1,562,610.764709,87.718086,81.261101,80.473480,57.460278,117.209572,0.118609
