frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,112,0
1,530,1,0,113,0
2,1009,1,0,125,0
3,1524,1,0,116,0
