frame_number,frame_timestamp,node0.proximity,node0.ambient_light_COFV,node0.red_data,node0.ir_data,node0.green_data,node0.blue_data
0,0,2,2,57217,231486,96665,47680
1,5,2,2,57217,231478,96670,47665
2,10,2,2,57212,231486,96646,47671
3,15,2,2,57209,231477,96641,47666
4,20,2,2,57213,231466,96637,47662
5,25,2,2,57203,231458,96632,47670
6,30,2,2,57206,231475,96626,47658
7,35,2,2,57204,231439,96627,47667
8,40,2,2,57207,231433,96619,47663
9,45,2,2,57202,231419,96612,47667
10,50,2,2,57198,231406,96624,47652
11,55,2,2,57198,231438,96606,47653
12,60,2,2,57211,231427,96593,47651
13,65,2,2,57199,231415,96586,47652
14,70,2,2,57207,231380,96580,47643
15,75,2,2,57204,231401,96586,47650
16,80,2,2,57204,231390,96571,47643
17,85,2,2,57211,231352,96565,47642
18,90,2,2,57202,231357,96562,47638
19,95,2,2,57196,231345,96545,47640
20,100,2,2,57195,231322,96540,47628
21,105,2,2,57190,231309,96534,47630
22,110,2,2,57193,231307,96539,47625
23,115,2,2,57195,231288,96520,47622
24,120,2,2,57187,231300,96520,47621
25,125,2,2,57184,231285,96515,47618
26,130,2,2,57192,231305,96528,47619
27,135,2,2,57192,231286,96506,47619
28,140,2,2,57183,231274,96492,47615
29,145,2,2,57189,231245,96498,47616
30,150,2,2,57188,231250,96495,47613
31,155,2,2,57176,231242,96494,47606
32,167,2,2,57174,231245,96475,47607
33,172,2,2,57169,231210,96488,47604
34,177,2,2,57172,231223,96475,47606
35,182,2,2,57173,231213,96471,47602
36,187,2,2,57181,231233,96475,47602
37,192,2,2,57185,231234,96464,47601
38,197,2,2,57179,231228,96472,47602
39,202,2,2,57180,231217,96466,47596
40,207,2,2,57182,231221,96475,47603
41,212,2,2,57189,231220,96477,47601
42,217,2,2,57184,231258,96481,47603
43,222,2,2,57188,231239,96474,47602
44,227,2,2,57188,231259,96477,47600
45,232,2,2,57191,231258,96474,47605
46,237,2,2,57185,231265,96484,47599
47,242,2,2,57195,231256,96475,47612
48,247,2,2,57191,231255,96490,47603
49,252,2,2,57180,231248,96499,47602
50,257,2,2,57179,231218,96498,47603
51,262,2,2,57184,231261,96495,47601
52,267,2,2,57188,231260,96496,47601
53,272,2,2,57190,231263,96498,47607
54,277,2,2,57196,231251,96493,47603
55,282,2,2,57191,231263,96496,47602
56,287,2,2,57194,231271,96496,47597
57,292,2,2,57200,231274,96505,47604
58,297,2,2,57212,231281,96510,47600
59,302,2,2,57202,231275,96505,47603
60,307,2,2,57200,231290,96509,47602
61,312,2,2,57200,231271,96510,47600
62,317,2,2,57199,231270,96516,47607
63,322,2,2,57203,231289,96518,47602
64,327,2,2,57202,231285,96520,47608
65,332,2,2,57210,231299,96518,47604
66,337,2,2,57205,231302,96530,47609
67,342,2,2,57201,231297,96533,47609
68,347,2,2,57205,231324,96533,47609
69,352,2,2,57204,231327,96536,47606
70,357,2,2,57208,231325,96556,47611
71,362,2,2,57220,231324,96549,47613
72,367,2,2,57213,231347,96547,47608
73,372,2,2,57220,231354,96551,47606
74,377,2,2,57213,231350,96555,47610
75,382,2,2,57220,231344,96549,47614
76,387,2,2,57220,231338,96572,47610
77,392,2,2,57221,231359,96567,47613
78,397,2,2,57230,231356,96569,47610
79,402,2,2,57225,231392,96572,47616
80,407,2,2,57226,231394,96574,47611
81,408,2,2,57225,231404,96593,47630
82,413,2,2,57237,231450,96577,47621
83,418,2,2,57241,231423,96589,47626
84,423,2,2,57234,231422,96600,47622
85,428,2,2,57239,231432,96598,47627
