frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,120,0
1,499,0,0,120,0
2,985,0,0,123,0
3,1499,0,0,116,0
4,1995,1,0,109,0
