frame_number,frame_timestamp,root.position.x,root.position.y,root.position.z,root.rotation.w,root.rotation.x,root.rotation.y,root.rotation.z,hips.position.x,hips.position.y,hips.position.z,hips.rotation.w,hips.rotation.x,hips.rotation.y,hips.rotation.z,left_upper_leg.position.x,left_upper_leg.position.y,left_upper_leg.position.z,left_upper_leg.rotation.w,left_upper_leg.rotation.x,left_upper_leg.rotation.y,left_upper_leg.rotation.z,right_upper_leg.position.x,right_upper_leg.position.y,right_upper_leg.position.z,right_upper_leg.rotation.w,right_upper_leg.rotation.x,right_upper_leg.rotation.y,right_upper_leg.rotation.z,left_lower_leg.position.x,left_lower_leg.position.y,left_lower_leg.position.z,left_lower_leg.rotation.w,left_lower_leg.rotation.x,left_lower_leg.rotation.y,left_lower_leg.rotation.z,right_lower_leg.position.x,right_lower_leg.position.y,right_lower_leg.position.z,right_lower_leg.rotation.w,right_lower_leg.rotation.x,right_lower_leg.rotation.y,right_lower_leg.rotation.z,left_foot.position.x,left_foot.position.y,left_foot.position.z,left_foot.rotation.w,left_foot.rotation.x,left_foot.rotation.y,left_foot.rotation.z,right_foot.position.x,right_foot.position.y,right_foot.position.z,right_foot.rotation.w,right_foot.rotation.x,right_foot.rotation.y,right_foot.rotation.z,spine.position.x,spine.position.y,spine.position.z,spine.rotation.w,spine.rotation.x,spine.rotation.y,spine.rotation.z,upper_spine.position.x,upper_spine.position.y,upper_spine.position.z,upper_spine.rotation.w,upper_spine.rotation.x,upper_spine.rotation.y,upper_spine.rotation.z,neck.position.x,neck.position.y,neck.position.z,neck.rotation.w,neck.rotation.x,neck.rotation.y,neck.rotation.z,head.position.x,head.position.y,head.position.z,head.rotation.w,head.rotation.x,head.rotation.y,head.rotation.z,left_shoulder.position.x,left_shoulder.position.y,left_shoulder.position.z,left_shoulder.rotation.w,left_shoulder.rotation.x,left_shoulder.rotation.y,left_shoulder.rotation.z,right_shoulder.position.x,right_shoulder.position.y,right_shoulder.position.z,right_shoulder.rotation.w,right_shoulder.rotation.x,right_shoulder.rotation.y,right_shoulder.rotation.z,left_upper_arm.position.x,left_upper_arm.position.y,left_upper_arm.position.z,left_upper_arm.rotation.w,left_upper_arm.rotation.x,left_upper_arm.rotation.y,left_upper_arm.rotation.z,right_upper_arm.position.x,right_upper_arm.position.y,right_upper_arm.position.z,right_upper_arm.rotation.w,right_upper_arm.rotation.x,right_upper_arm.rotation.y,right_upper_arm.rotation.z,left_lower_arm.position.x,left_lower_arm.position.y,left_lower_arm.position.z,left_lower_arm.rotation.w,left_lower_arm.rotation.x,left_lower_arm.rotation.y,left_lower_arm.rotation.z,right_lower_arm.position.x,right_lower_arm.position.y,right_lower_arm.position.z,right_lower_arm.rotation.w,right_lower_arm.rotation.x,right_lower_arm.rotation.y,right_lower_arm.rotation.z,left_hand.position.x,left_hand.position.y,left_hand.position.z,left_hand.rotation.w,left_hand.rotation.x,left_hand.rotation.y,left_hand.rotation.z,right_hand.position.x,right_hand.position.y,right_hand.position.z,right_hand.rotation.w,right_hand.rotation.x,right_hand.rotation.y,right_hand.rotation.z,mass_center.x,mass_center.y,mass_center.z,PelvisTilt.angle,PelvisTilt.angular_v,PelvisTilt.angular_acc,PelvisList.angle,PelvisList.angular_v,PelvisList.angular_acc,PelvisRotation.angle,PelvisRotation.angular_v,PelvisRotation.angular_acc,HipFlexExtR.angle,HipFlexExtR.angular_v,HipFlexExtR.angular_acc,HipAddAbdR.angle,HipAddAbdR.angular_v,HipAddAbdR.angular_acc,HipRotR.angle,HipRotR.angular_v,HipRotR.angular_acc,KneeFlexExtR.angle,KneeFlexExtR.angular_v,KneeFlexExtR.angular_acc,AnkleFlexExtR.angle,AnkleFlexExtR.angular_v,AnkleFlexExtR.angular_acc,AnkleProSupR.angle,AnkleProSupR.angular_v,AnkleProSupR.angular_acc,HipFlexExtL.angle,HipFlexExtL.angular_v,HipFlexExtL.angular_acc,HipAddAbdL.angle,HipAddAbdL.angular_v,HipAddAbdL.angular_acc,HipRotL.angle,HipRotL.angular_v,HipRotL.angular_acc,KneeFlexExtL.angle,KneeFlexExtL.angular_v,KneeFlexExtL.angular_acc,AnkleFlexExtL.angle,AnkleFlexExtL.angular_v,AnkleFlexExtL.angular_acc,AnkleProSupL.angle,AnkleProSupL.angular_v,AnkleProSupL.angular_acc,ElbowFlexExtR.angle,ElbowFlexExtR.angular_v,ElbowFlexExtR.angular_acc,ForearmProSupR.angle,ForearmProSupR.angular_v,ForearmProSupR.angular_acc,WristFlexExtR.angle,WristFlexExtR.angular_v,WristFlexExtR.angular_acc,WristDeviationR.angle,WristDeviationR.angular_v,WristDeviationR.angular_acc,ElbowFlexExtL.angle,ElbowFlexExtL.angular_v,ElbowFlexExtL.angular_acc,ForearmProSupL.angle,ForearmProSupL.angular_v,ForearmProSupL.angular_acc,WristFlexExtL.angle,WristFlexExtL.angular_v,WristFlexExtL.angular_acc,WristDeviationL.angle,WristDeviationL.angular_v,WristDeviationL.angular_acc,LumbarLatFlex.angle,LumbarLatFlex.angular_v,LumbarLatFlex.angular_acc,LumbarRot.angle,LumbarRot.angular_v,LumbarRot.angular_acc,LumbarFlexExt.angle,LumbarFlexExt.angular_v,LumbarFlexExt.angular_acc,LowerThoraxLatFlex.angle,LowerThoraxLatFlex.angular_v,LowerThoraxLatFlex.angular_acc,LowerThoraxRot.angle,LowerThoraxRot.angular_v,LowerThoraxRot.angular_acc,LowerThoraxFlexExt.angle,LowerThoraxFlexExt.angular_v,LowerThoraxFlexExt.angular_acc,UpperThoraxLatFlex.angle,UpperThoraxLatFlex.angular_v,UpperThoraxLatFlex.angular_acc,UpperThoraxRot.angle,UpperThoraxRot.angular_v,UpperThoraxRot.angular_acc,UpperThoraxFlexExt.angle,UpperThoraxFlexExt.angular_v,UpperThoraxFlexExt.angular_acc,ScapulaDeprElevR.angle,ScapulaDeprElevR.angular_v,ScapulaDeprElevR.angular_acc,ScapulaProtrRetrR.angle,ScapulaProtrRetrR.angular_v,ScapulaProtrRetrR.angular_acc,ScapulaDeprElevL.angle,ScapulaDeprElevL.angular_v,ScapulaDeprElevL.angular_acc,ScapulaProtrRetrL.angle,ScapulaProtrRetrL.angular_v,ScapulaProtrRetrL.angular_acc,ShoulderAddAbdR.angle,ShoulderAddAbdR.angular_v,ShoulderAddAbdR.angular_acc,ShoulderRotR.angle,ShoulderRotR.angular_v,ShoulderRotR.angular_acc,ShoulderFlexExtR.angle,ShoulderFlexExtR.angular_v,ShoulderFlexExtR.angular_acc,ShoulderAddAbdL.angle,ShoulderAddAbdL.angular_v,ShoulderAddAbdL.angular_acc,ShoulderRotL.angle,ShoulderRotL.angular_v,ShoulderRotL.angular_acc,ShoulderFlexExtL.angle,ShoulderFlexExtL.angular_v,ShoulderFlexExtL.angular_acc,left_foot.contact,right_foot.contact
0,1,0.259195,0.397687,0.147569,0.856498,0.003583,0.515858,-0.016995,0.259195,0.397687,0.147569,0.856498,0.003583,0.515858,-0.016995,0.242994,0.318613,0.053859,0.418613,-0.502833,0.440829,0.614485,0.170802,0.322540,0.190421,0.642776,-0.713466,0.165456,0.224565,0.640692,0.421564,0.006207,0.688011,0.145967,0.674792,-0.223586,0.390839,0.367688,0.538056,0.884715,0.304653,0.352636,0.010674,0.427800,0.075538,0.044257,0.684753,0.032647,0.726084,0.053387,0.307853,0.040492,0.308795,0.973624,-0.019713,0.222768,-0.045200,0.172896,0.481521,0.099537,0.836018,0.163289,0.508954,-0.123999,0.271251,0.627115,0.141241,0.709905,0.466197,0.423856,-0.314708,0.372294,0.671183,0.188656,0.709905,0.466197,0.423856,-0.314708,0.498598,0.726269,0.247926,0.709905,0.466197,0.423856,-0.314708,0.358822,0.665308,0.182334,0.673805,0.378014,0.461837,-0.435659,0.358822,0.665308,0.182334,0.736715,0.540099,0.372578,-0.163493,0.540804,0.681498,0.083971,0.969882,-0.101342,0.204145,-0.085927,0.374593,0.694014,0.382335,0.708147,0.019675,0.694788,0.124137,0.515567,0.391464,0.185176,0.968935,0.061528,0.218444,-0.098296,0.453768,0.402601,0.319307,0.689203,0.116667,0.715111,-0.002343,0.477688,0.158319,0.175562,0.946803,0.042520,0.222137,-0.228936,0.427262,0.169509,0.290167,0.690989,0.191103,0.684979,0.129682,0.000000,0.000000,0.000000,-0.653346,0.314415,-203.812973,-1.880093,-1.110998,-217.067520,-297.869202,-0.083230,-0.168141,98.412598,-0.264254,-93.920723,-30.183561,-0.001561,53.302425,-0.741016,-0.424309,356.030243,130.888702,-0.459151,-36.192333,33.489887,0.454296,1.919608,-8.626929,-0.865156,-43.547623,110.534775,0.397422,13.395227,-33.202286,-0.326330,1.236536,16.249043,-0.875820,-37.850975,135.600403,0.417536,-17.066305,31.450413,-0.025836,5.377007,-10.090623,0.247262,5.081009,-17.170227,0.293211,102.024757,92.114090,0.014565,-3.762153,17.008602,-0.173916,-28.198637,-5.012628,-0.209852,-61.506298,-17.127777,0.574805,5.611701,-87.268661,-0.043696,12.981881,15.302678,0.079415,3.674580,1.285584,0.204899,-34.012745,-0.924336,0.734920,123.009033,0.996307,0.011964,2.875801,22.153357,0.728087,56.710789,-0.543153,0.688022,113.780350,0.433672,0.299931,49.958023,22.300314,0.720111,55.369164,-0.136662,0.527834,86.710953,-0.255187,0.542364,89.683479,22.547096,0.721151,55.540798,-2.784614,-0.074170,23.351011,5.350758,-0.082449,50.225967,-4.962703,0.289744,14.472381,4.856563,0.689550,2.118398,-6.722051,-0.201052,-1.154656,15.752085,-0.636621,-63.500343,74.936768,0.594399,156.763397,-15.384706,0.180244,12.754189,16.134888,-0.004335,-7.695950,74.525307,0.916221,12.932837,1,1
1,10,0.259195,0.397776,0.147569,0.856511,0.003777,0.515832,-0.017076,0.259195,0.397776,0.147569,0.856511,0.003777,0.515832,-0.017076,0.242973,0.318731,0.053838,0.418565,-0.502871,0.440857,0.614467,0.170774,0.322648,0.190397,0.643018,-0.713239,0.165317,0.224695,0.640666,0.421694,0.006173,0.688016,0.145926,0.674775,-0.223647,0.390813,0.367583,0.538060,0.884663,0.304723,0.352698,0.010910,0.427764,0.075681,0.044275,0.684757,0.032575,0.726082,0.053407,0.307959,0.040427,0.308695,0.973615,-0.019985,0.222746,-0.045372,0.172928,0.481652,0.099552,0.835958,0.163717,0.508920,-0.123981,0.271347,0.627150,0.141414,0.709438,0.466982,0.423918,-0.314513,0.372408,0.671072,0.188926,0.709438,0.466982,0.423918,-0.314513,0.498735,0.725975,0.248316,0.709438,0.466982,0.423918,-0.314513,0.358933,0.665216,0.182591,0.673512,0.378590,0.461831,-0.435618,0.358933,0.665216,0.182591,0.736194,0.540843,0.372557,-0.163429,0.540948,0.681344,0.084294,0.969860,-0.101281,0.204190,-0.086144,0.374739,0.693687,0.382649,0.708156,0.019654,0.694784,0.124114,0.515616,0.391341,0.185488,0.968895,0.061224,0.218810,-0.098065,0.453921,0.402281,0.319646,0.689192,0.116340,0.715174,-0.002391,0.477873,0.158170,0.175999,0.946761,0.041365,0.222645,-0.228826,0.427510,0.169162,0.290629,0.690977,0.190780,0.685082,0.129682,0.000000,0.000000,0.000000,-0.639033,1.431286,111.687180,-1.899575,-1.948261,-83.726326,-297.872742,-0.354004,-27.077417,98.403000,-0.959778,-69.552338,-30.183283,0.027847,2.940785,-0.786520,-4.550385,-412.607605,130.861252,-2.745056,-228.590530,33.504459,1.457214,100.291855,-8.674422,-4.749298,-388.414215,110.559830,2.505493,210.807098,-33.208004,-0.571823,-24.549313,16.240295,-0.874710,0.110972,135.605133,0.473022,5.548650,31.459654,0.924110,94.994637,-10.094128,-0.350475,-59.773705,-17.153839,1.638794,134.558258,92.121132,0.704193,68.962784,17.011396,0.279427,45.334206,-5.017024,-0.439596,-22.974447,-17.084108,4.366875,379.206909,-87.228256,4.040527,408.422302,15.338114,3.543568,346.415253,1.196697,-8.888638,-909.353699,-0.901262,2.307409,157.248932,0.995209,-0.109798,-12.176199,22.171484,1.812744,108.465721,-0.521072,2.208114,152.009186,0.441648,0.797591,49.766003,22.318195,1.788139,106.802841,-0.119132,1.753037,122.520226,-0.239334,1.585312,104.294777,22.565018,1.792145,107.099365,-2.798495,-1.388073,-131.390305,5.352464,0.170612,25.306183,-4.952762,0.994110,70.436653,4.897690,4.112720,342.317078,-6.747489,-2.543783,-234.273117,15.702435,-4.964924,-432.830261,74.992798,5.603027,500.862793,-15.382253,0.245285,6.504059,16.129669,-0.521851,-51.751575,74.581039,5.573273,465.705231,1,1
2,20,0.259195,0.397784,0.147569,0.856517,0.003693,0.515820,-0.017158,0.259195,0.397784,0.147569,0.856517,0.003693,0.515820,-0.017158,0.242971,0.318718,0.053856,0.418545,-0.502881,0.440849,0.614478,0.170769,0.322671,0.190412,0.643021,-0.713228,0.165296,0.224736,0.640658,0.421701,0.006185,0.688013,0.145918,0.674777,-0.223655,0.390817,0.367608,0.538070,0.884659,0.304699,0.352728,0.010949,0.427756,0.075688,0.044297,0.684750,0.032586,0.726086,0.053434,0.307990,0.040441,0.308711,0.973614,-0.019935,0.222749,-0.045400,0.172934,0.481653,0.099531,0.835988,0.163604,0.508876,-0.124110,0.271370,0.627155,0.141339,0.709551,0.466835,0.423756,-0.314696,0.372438,0.671082,0.188833,0.709551,0.466835,0.423756,-0.314696,0.498773,0.725992,0.248200,0.709551,0.466835,0.423756,-0.314696,0.358962,0.665226,0.182500,0.673578,0.378492,0.461664,-0.435779,0.358962,0.665226,0.182500,0.736448,0.540569,0.372235,-0.163920,0.540988,0.681298,0.084206,0.969857,-0.101419,0.204153,-0.086104,0.374766,0.694097,0.382530,0.708350,0.018631,0.694907,0.122464,0.515695,0.391311,0.185466,0.968906,0.061303,0.218807,-0.097916,0.453724,0.402413,0.320581,0.688924,0.115513,0.715565,-0.002726,0.478012,0.158132,0.175924,0.946762,0.041427,0.222654,-0.228802,0.427472,0.169229,0.291954,0.690611,0.190960,0.685347,0.129959,0.000000,0.000000,0.000000,-0.652106,-1.307291,-273.857727,-1.902685,-0.311017,163.724426,-297.873932,-0.119019,23.498535,98.392372,-1.062775,-10.299683,-30.182184,0.109863,8.201599,-0.806640,-2.012020,253.836517,130.857788,-0.346375,239.868164,33.492512,-1.194763,-265.197754,-8.680281,-0.585842,416.345612,110.568306,0.847626,-165.786743,-33.205215,0.278854,85.067749,16.256762,1.646614,252.132416,135.608124,0.299072,-17.395020,31.460566,0.091171,-83.293915,-10.097743,-0.361538,-1.106262,-17.044073,10.976601,933.780640,92.222946,10.181427,947.723450,17.141914,13.051796,1277.236938,-4.993917,2.310658,275.025360,-17.109379,-2.527046,-689.392090,-87.223869,0.438690,-360.183716,15.352519,1.440525,-210.304245,1.198078,0.138068,902.670715,-0.908463,-0.720137,-302.754639,0.994220,-0.098920,1.087785,22.171242,-0.024223,-183.696747,-0.527372,-0.630033,-283.814667,0.438011,-0.363687,-116.127731,22.318035,-0.016022,-180.416107,-0.123581,-0.444866,-219.790253,-0.245092,-0.575763,-216.107513,22.564850,-0.016785,-180.892944,-2.816485,-1.799083,-41.100979,5.309624,-4.284000,-445.461273,-4.955489,-0.272655,-126.676559,4.892775,-0.491524,-460.424408,-6.773479,-2.599001,-5.521774,15.628197,-7.423878,-245.895386,75.009193,1.639557,-396.347046,-15.386385,-0.413227,-65.851212,16.117954,-1.171494,-64.964294,74.582695,0.165558,-540.771484,1,1
3,29,0.259195,0.397784,0.147569,0.856517,0.003693,0.515820,-0.017158,0.259195,0.397784,0.147569,0.856517,0.003693,0.515820,-0.017158,0.242971,0.318718,0.053856,0.418545,-0.502881,0.440849,0.614478,0.170769,0.322671,0.190412,0.643021,-0.713228,0.165296,0.224736,0.640658,0.421701,0.006185,0.688013,0.145918,0.674777,-0.223655,0.390817,0.367608,0.538070,0.884659,0.304699,0.352728,0.010949,0.427756,0.075688,0.044297,0.684750,0.032586,0.726086,0.053434,0.307990,0.040441,0.308711,0.973614,-0.019935,0.222749,-0.045400,0.172934,0.481653,0.099531,0.835988,0.163604,0.508876,-0.124110,0.271370,0.627155,0.141339,0.709551,0.466835,0.423756,-0.314696,0.372438,0.671082,0.188833,0.709551,0.466835,0.423756,-0.314696,0.498773,0.725992,0.248200,0.709551,0.466835,0.423756,-0.314696,0.358962,0.665226,0.182500,0.673578,0.378492,0.461664,-0.435779,0.358962,0.665226,0.182500,0.736448,0.540569,0.372235,-0.163920,0.540988,0.681298,0.084206,0.969857,-0.101419,0.204153,-0.086104,0.374766,0.694097,0.382530,0.708350,0.018631,0.694907,0.122464,0.515695,0.391311,0.185466,0.968906,0.061303,0.218807,-0.097916,0.453724,0.402413,0.320581,0.688924,0.115513,0.715565,-0.002726,0.478012,0.158132,0.175924,0.946762,0.041427,0.222654,-0.228802,0.427472,0.169229,0.291954,0.690611,0.190960,0.685347,0.129959,0.000000,0.000000,0.000000,-0.652106,0.000000,145.254532,-1.902685,0.000000,34.557449,-297.873932,0.000000,13.224284,98.392372,0.000000,118.086075,-30.182184,0.000000,-12.207031,-0.806640,0.000000,223.557816,130.857788,0.000000,38.486057,33.492512,0.000000,132.751465,-8.680281,0.000000,65.093575,110.568306,0.000000,-94.180634,-33.205215,0.000000,-30.983818,16.256762,0.000000,-182.957108,135.608124,0.000000,-33.230251,31.460566,0.000000,-10.130140,-10.097743,0.000000,40.170883,-17.044073,0.000000,-1219.622314,92.222946,0.000000,-1131.269653,17.141914,0.000000,-1450.199585,-4.993917,0.000000,-256.739716,-17.109379,0.000000,280.782898,-87.223869,0.000000,-48.743355,15.352519,0.000000,-160.058334,1.198078,0.000000,-15.340912,-0.908463,0.000000,80.015259,0.994220,0.000000,10.991096,22.171242,0.000000,2.691481,-0.527372,0.000000,70.003670,0.438011,0.000000,40.409630,22.318035,0.000000,1.780192,-0.123581,0.000000,49.429554,-0.245092,0.000000,63.973667,22.564850,0.000000,1.864963,-2.816485,0.000000,199.898087,5.309624,0.000000,476.000061,-4.955489,0.000000,30.295053,4.892775,0.000000,54.613750,-6.773479,0.000000,288.777893,15.628197,0.000000,824.875305,75.009193,0.000000,-182.172989,-15.386385,0.000000,45.914120,16.117954,0.000000,130.165955,74.582695,0.000000,-18.395317,1,1
4,40,0.259195,0.397795,0.147569,0.856453,0.003659,0.515926,-0.017200,0.259195,0.397795,0.147569,0.856453,0.003659,0.515926,-0.017200,0.242945,0.318720,0.053867,0.418534,-0.502912,0.440809,0.614489,0.170776,0.322690,0.190441,0.643038,-0.713224,0.165254,0.224732,0.640625,0.421740,0.006219,0.688037,0.145905,0.674767,-0.223620,0.390800,0.367622,0.538116,0.884676,0.304666,0.352712,0.010994,0.427746,0.075712,0.044315,0.684804,0.032558,0.726033,0.053473,0.308020,0.040438,0.308763,0.973632,-0.019940,0.222671,-0.045389,0.172925,0.481663,0.099544,0.835652,0.163502,0.509408,-0.124322,0.271481,0.627148,0.141124,0.708805,0.466287,0.424860,-0.315700,0.372731,0.671046,0.188255,0.708805,0.466287,0.424860,-0.315700,0.499294,0.725919,0.247168,0.708805,0.466287,0.424860,-0.315700,0.359231,0.665193,0.181971,0.673018,0.377911,0.462374,-0.436395,0.359231,0.665193,0.181971,0.735987,0.540403,0.373029,-0.164731,0.541133,0.681210,0.083314,0.969810,-0.101465,0.204357,-0.086087,0.375396,0.694061,0.381907,0.708245,0.018651,0.695004,0.122518,0.515874,0.391230,0.184609,0.968935,0.061281,0.218714,-0.097846,0.454359,0.402391,0.319921,0.688967,0.115483,0.715529,-0.002608,0.478225,0.158045,0.175068,0.946797,0.041433,0.222556,-0.228753,0.428158,0.169205,0.291262,0.690636,0.190891,0.685329,0.130028,0.000000,0.000000,0.000000,-0.658172,-0.551430,-50.129971,-1.904701,-0.183268,-16.660728,-297.859680,1.295610,117.782722,98.388100,-0.388406,-35.309593,-30.201124,-1.721816,-156.528687,-0.815121,-0.770970,-70.088165,130.852341,-0.495217,-45.019730,33.489197,-0.301361,-27.396461,-8.679886,0.035893,3.262985,110.573326,0.456377,41.488773,-33.185783,1.766552,160.595596,16.260660,0.354420,32.220005,135.609100,0.088778,8.070764,31.461460,0.081322,7.392946,-10.100816,-0.279340,-25.394533,-17.032391,1.062046,96.549675,92.199944,-2.091148,-190.104340,17.134743,-0.651966,-59.269676,-4.992040,0.170621,15.511001,-17.116360,-0.634627,-57.693359,-87.258339,-3.133600,-284.872772,15.354183,0.151287,13.753402,1.200227,0.195352,17.759230,-0.915495,-0.639292,-58.117481,1.055984,5.614888,510.444336,22.173616,0.215877,19.625200,-0.557157,-2.707709,-246.155334,0.492588,4.961531,451.048309,22.320131,0.190561,17.323771,-0.171847,-4.387870,-398.897247,-0.205905,3.562407,323.855194,22.566652,0.163859,14.896236,-2.758198,5.298896,481.717865,5.294948,-1.334190,-121.290039,-5.011246,-5.068866,-460.805969,4.915555,2.070904,188.263977,-6.716112,5.215211,474.110138,15.609577,-1.692685,-153.880478,75.026970,1.616045,146.913147,-15.443623,-5.203421,-473.038208,16.130939,1.180475,107.315941,74.581848,-0.076988,-6.998866,1,1
5,49,0.259195,0.398010,0.147569,0.856451,0.003783,0.515927,-0.017243,0.259195,0.398010,0.147569,0.856451,0.003783,0.515927,-0.017243,0.242929,0.318954,0.053854,0.418594,-0.502844,0.440826,0.614491,0.170761,0.322915,0.190429,0.643230,-0.713059,0.165456,0.224556,0.640622,0.421919,0.006198,0.687997,0.145985,0.674783,-0.223643,0.390821,0.367582,0.538113,0.884557,0.305157,0.352593,0.010732,0.427692,0.075919,0.044269,0.684778,0.032642,0.726056,0.053449,0.307743,0.040645,0.308516,0.973625,-0.019199,0.222683,-0.045811,0.172942,0.481903,0.099558,0.835643,0.163584,0.509389,-0.124356,0.271513,0.627375,0.141153,0.708827,0.466297,0.424812,-0.315699,0.372761,0.671271,0.188292,0.708827,0.466297,0.424812,-0.315699,0.499320,0.726142,0.247215,0.708827,0.466297,0.424812,-0.315699,0.359261,0.665418,0.182007,0.673042,0.377923,0.462321,-0.436403,0.359261,0.665418,0.182007,0.736018,0.540399,0.372969,-0.164743,0.541172,0.681425,0.083366,0.969815,-0.101498,0.204320,-0.086089,0.375407,0.694308,0.381943,0.708291,0.018605,0.694976,0.122420,0.515914,0.391451,0.184678,0.968935,0.061246,0.218726,-0.097842,0.454352,0.402620,0.320022,0.688986,0.115429,0.715519,-0.002720,0.478271,0.158265,0.175153,0.946795,0.041375,0.222568,-0.228759,0.428133,0.169429,0.291418,0.690666,0.190834,0.685342,0.129884,0.000000,0.000000,0.000000,-0.648582,0.958955,151.038498,-1.916290,-1.158845,-97.557739,-297.859528,0.015259,-128.035126,98.362534,-2.556610,-216.820465,-30.198860,0.226402,194.821793,-0.811405,0.371516,114.248558,130.879715,2.737427,323.264374,33.456367,-3.282928,-298.156738,-8.679988,-0.010204,-4.609715,110.577240,0.391388,-6.498858,-33.188885,-0.310135,-207.668625,16.259378,-0.128174,-48.259392,135.609329,0.022888,-6.589022,31.461601,0.014114,-6.720803,-10.098909,0.190639,46.997936,-17.033524,-0.113297,-117.534286,92.205200,0.525665,261.681305,17.131578,-0.316429,33.553734,-4.989066,0.297403,12.678232,-17.115623,0.073624,70.825058,-87.252815,0.552368,368.596863,15.355967,0.178337,2.704967,1.197923,-0.230372,-42.572346,-0.917457,-0.196230,44.306190,1.053922,-0.206161,-582.104858,22.169113,-0.450325,-66.620224,-0.558273,-0.111610,259.609924,0.489863,-0.272501,-523.403198,22.315664,-0.446701,-63.726250,-0.171880,-0.003289,438.458099,-0.208878,-0.297269,-385.967621,22.562193,-0.445938,-60.979668,-2.759001,-0.080347,-537.924316,5.292461,-0.248718,108.547218,-5.010942,0.030470,509.933533,4.916610,0.105476,-196.542740,-6.717216,-0.110483,-532.569458,15.605971,-0.360584,133.210098,75.027191,0.022125,-159.391937,-15.443851,-0.022888,518.053223,16.128984,-0.195503,-137.597870,74.584587,0.273895,35.088280,1,1
6,67,0.259195,0.398023,0.147569,0.856460,0.003458,0.515918,-0.017127,0.259195,0.398023,0.147569,0.856460,0.003458,0.515918,-0.017127,0.242972,0.318918,0.053889,0.417781,-0.503035,0.440980,0.614778,0.170801,0.322900,0.190460,0.642963,-0.713272,0.165315,0.224749,0.640491,0.422330,0.005780,0.687801,0.145361,0.675018,-0.223942,0.390862,0.367891,0.538102,0.884629,0.304778,0.352736,0.010912,0.427741,0.076285,0.044435,0.684754,0.032662,0.726078,0.053436,0.307985,0.040763,0.308705,0.973618,-0.018782,0.222688,-0.046102,0.172898,0.481849,0.099521,0.835709,0.163403,0.509362,-0.124258,0.271423,0.627348,0.141113,0.708841,0.466408,0.424744,-0.315596,0.372658,0.671235,0.188287,0.708841,0.466408,0.424744,-0.315596,0.499201,0.726094,0.247256,0.708841,0.466408,0.424744,-0.315596,0.359160,0.665383,0.181997,0.673089,0.378039,0.462243,-0.436312,0.359160,0.665383,0.181997,0.736028,0.540495,0.372860,-0.164628,0.541107,0.681403,0.083420,0.969859,-0.101446,0.204142,-0.086074,0.375236,0.694237,0.381942,0.708435,0.018654,0.694818,0.122476,0.515833,0.391414,0.184688,0.968911,0.061374,0.218793,-0.097848,0.454202,0.402559,0.319986,0.688928,0.115491,0.715565,-0.002610,0.478174,0.158233,0.175106,0.946749,0.041406,0.222669,-0.228845,0.427996,0.169374,0.291326,0.690576,0.190938,0.685413,0.129833,0.000000,0.000000,0.000000,-0.673553,-1.387235,-130.343918,-1.885654,1.701977,158.934616,-297.860657,-0.062731,-4.332743,98.371025,0.471751,168.242279,-30.193125,0.318633,5.123940,-0.810069,0.074234,-16.515636,130.875610,-0.228034,-164.747818,33.340111,-6.458706,-176.432098,-8.719819,-2.212842,-122.368774,110.635567,3.240373,158.276962,-33.238659,-2.765232,-136.394257,16.273832,0.802994,51.731533,135.658752,2.745734,151.269226,31.432505,-1.616478,-90.588463,-10.182561,-4.647308,-268.774841,-17.032789,0.040796,8.560699,92.236519,1.739926,67.458923,17.121391,-0.565953,-13.862421,-4.973483,0.865751,31.574863,-17.120913,-0.293838,-20.414518,-87.224243,1.587338,57.498325,15.367599,0.646273,25.996456,1.190331,-0.421762,-10.632807,-0.911465,0.332889,29.395500,1.049702,-0.234458,-1.572091,22.183895,0.821220,70.641365,-0.550880,0.410722,29.018450,0.488464,-0.077734,10.820340,22.330399,0.818570,70.292862,-0.164393,0.415925,23.289669,-0.207273,0.089175,21.469133,22.576950,0.819842,70.321121,-2.756652,0.130481,11.712681,5.290584,-0.104268,8.024992,-5.012468,-0.084824,-6.405218,4.920273,0.203530,5.447423,-6.714679,0.140985,13.970445,15.605083,-0.049326,17.292118,75.026131,-0.058916,-4.502285,-15.446116,-0.125832,-5.719102,16.128222,-0.042386,8.506540,74.588951,0.242445,-1.747226,1,1
