frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,106,0
1,442,1,0,135,0
2,1054,1,0,98,0
3,1494,1,0,136,0
