Fecha y Hora del Ejercicio,Sujeto,Sesion,Tiempo,Tipo de Captura,Resultado,frame_number,frame_timestamp,root.position.x,root.position.y,root.position.z,root.rotation.w,root.rotation.x,root.rotation.y,root.rotation.z,hips.position.x,hips.position.y,hips.position.z,hips.rotation.w,hips.rotation.x,hips.rotation.y,hips.rotation.z,left_upper_leg.position.x,left_upper_leg.position.y,left_upper_leg.position.z,left_upper_leg.rotation.w,left_upper_leg.rotation.x,left_upper_leg.rotation.y,left_upper_leg.rotation.z,right_upper_leg.position.x,right_upper_leg.position.y,right_upper_leg.position.z,right_upper_leg.rotation.w,right_upper_leg.rotation.x,right_upper_leg.rotation.y,right_upper_leg.rotation.z,left_lower_leg.position.x,left_lower_leg.position.y,left_lower_leg.position.z,left_lower_leg.rotation.w,left_lower_leg.rotation.x,left_lower_leg.rotation.y,left_lower_leg.rotation.z,right_lower_leg.position.x,right_lower_leg.position.y,right_lower_leg.position.z,right_lower_leg.rotation.w,right_lower_leg.rotation.x,right_lower_leg.rotation.y,right_lower_leg.rotation.z,left_foot.position.x,left_foot.position.y,left_foot.position.z,left_foot.rotation.w,left_foot.rotation.x,left_foot.rotation.y,left_foot.rotation.z,right_foot.position.x,right_foot.position.y,right_foot.position.z,right_foot.rotation.w,right_foot.rotation.x,right_foot.rotation.y,right_foot.rotation.z,spine.position.x,spine.position.y,spine.position.z,spine.rotation.w,spine.rotation.x,spine.rotation.y,spine.rotation.z,upper_spine.position.x,upper_spine.position.y,upper_spine.position.z,upper_spine.rotation.w,upper_spine.rotation.x,upper_spine.rotation.y,upper_spine.rotation.z,neck.position.x,neck.position.y,neck.position.z,neck.rotation.w,neck.rotation.x,neck.rotation.y,neck.rotation.z,head.position.x,head.position.y,head.position.z,head.rotation.w,head.rotation.x,head.rotation.y,head.rotation.z,left_shoulder.position.x,left_shoulder.position.y,left_shoulder.position.z,left_shoulder.rotation.w,left_shoulder.rotation.x,left_shoulder.rotation.y,left_shoulder.rotation.z,right_shoulder.position.x,right_shoulder.position.y,right_shoulder.position.z,right_shoulder.rotation.w,right_shoulder.rotation.x,right_shoulder.rotation.y,right_shoulder.rotation.z,left_upper_arm.position.x,left_upper_arm.position.y,left_upper_arm.position.z,left_upper_arm.rotation.w,left_upper_arm.rotation.x,left_upper_arm.rotation.y,left_upper_arm.rotation.z,right_upper_arm.position.x,right_upper_arm.position.y,right_upper_arm.position.z,right_upper_arm.rotation.w,right_upper_arm.rotation.x,right_upper_arm.rotation.y,right_upper_arm.rotation.z,left_lower_arm.position.x,left_lower_arm.position.y,left_lower_arm.position.z,left_lower_arm.rotation.w,left_lower_arm.rotation.x,left_lower_arm.rotation.y,left_lower_arm.rotation.z,right_lower_arm.position.x,right_lower_arm.position.y,right_lower_arm.position.z,right_lower_arm.rotation.w,right_lower_arm.rotation.x,right_lower_arm.rotation.y,right_lower_arm.rotation.z,left_hand.position.x,left_hand.position.y,left_hand.position.z,left_hand.rotation.w,left_hand.rotation.x,left_hand.rotation.y,left_hand.rotation.z,right_hand.position.x,right_hand.position.y,right_hand.position.z,right_hand.rotation.w,right_hand.rotation.x,right_hand.rotation.y,right_hand.rotation.z,mass_center.x,mass_center.y,mass_center.z,PelvisTilt.angle,PelvisTilt.angular_v,PelvisTilt.angular_acc,PelvisList.angle,PelvisList.angular_v,PelvisList.angular_acc,PelvisRotation.angle,PelvisRotation.angular_v,PelvisRotation.angular_acc,HipFlexExtR.angle,HipFlexExtR.angular_v,HipFlexExtR.angular_acc,HipAddAbdR.angle,HipAddAbdR.angular_v,HipAddAbdR.angular_acc,HipRotR.angle,HipRotR.angular_v,HipRotR.angular_acc,KneeFlexExtR.angle,KneeFlexExtR.angular_v,KneeFlexExtR.angular_acc,AnkleFlexExtR.angle,AnkleFlexExtR.angular_v,AnkleFlexExtR.angular_acc,AnkleProSupR.angle,AnkleProSupR.angular_v,AnkleProSupR.angular_acc,HipFlexExtL.angle,HipFlexExtL.angular_v,HipFlexExtL.angular_acc,HipAddAbdL.angle,HipAddAbdL.angular_v,HipAddAbdL.angular_acc,HipRotL.angle,HipRotL.angular_v,HipRotL.angular_acc,KneeFlexExtL.angle,KneeFlexExtL.angular_v,KneeFlexExtL.angular_acc,AnkleFlexExtL.angle,AnkleFlexExtL.angular_v,AnkleFlexExtL.angular_acc,AnkleProSupL.angle,AnkleProSupL.angular_v,AnkleProSupL.angular_acc,ElbowFlexExtR.angle,ElbowFlexExtR.angular_v,ElbowFlexExtR.angular_acc,ForearmProSupR.angle,ForearmProSupR.angular_v,ForearmProSupR.angular_acc,WristFlexExtR.angle,WristFlexExtR.angular_v,WristFlexExtR.angular_acc,WristDeviationR.angle,WristDeviationR.angular_v,WristDeviationR.angular_acc,ElbowFlexExtL.angle,ElbowFlexExtL.angular_v,ElbowFlexExtL.angular_acc,ForearmProSupL.angle,ForearmProSupL.angular_v,ForearmProSupL.angular_acc,WristFlexExtL.angle,WristFlexExtL.angular_v,WristFlexExtL.angular_acc,WristDeviationL.angle,WristDeviationL.angular_v,WristDeviationL.angular_acc,LumbarLatFlex.angle,LumbarLatFlex.angular_v,LumbarLatFlex.angular_acc,LumbarRot.angle,LumbarRot.angular_v,LumbarRot.angular_acc,LumbarFlexExt.angle,LumbarFlexExt.angular_v,LumbarFlexExt.angular_acc,LowerThoraxLatFlex.angle,LowerThoraxLatFlex.angular_v,LowerThoraxLatFlex.angular_acc,LowerThoraxRot.angle,LowerThoraxRot.angular_v,LowerThoraxRot.angular_acc,LowerThoraxFlexExt.angle,LowerThoraxFlexExt.angular_v,LowerThoraxFlexExt.angular_acc,UpperThoraxLatFlex.angle,UpperThoraxLatFlex.angular_v,UpperThoraxLatFlex.angular_acc,UpperThoraxRot.angle,UpperThoraxRot.angular_v,UpperThoraxRot.angular_acc,UpperThoraxFlexExt.angle,UpperThoraxFlexExt.angular_v,UpperThoraxFlexExt.angular_acc,ScapulaDeprElevR.angle,ScapulaDeprElevR.angular_v,ScapulaDeprElevR.angular_acc,ScapulaProtrRetrR.angle,ScapulaProtrRetrR.angular_v,ScapulaProtrRetrR.angular_acc,ScapulaDeprElevL.angle,ScapulaDeprElevL.angular_v,ScapulaDeprElevL.angular_acc,ScapulaProtrRetrL.angle,ScapulaProtrRetrL.angular_v,ScapulaProtrRetrL.angular_acc,ShoulderAddAbdR.angle,ShoulderAddAbdR.angular_v,ShoulderAddAbdR.angular_acc,ShoulderRotR.angle,ShoulderRotR.angular_v,ShoulderRotR.angular_acc,ShoulderFlexExtR.angle,ShoulderFlexExtR.angular_v,ShoulderFlexExtR.angular_acc,ShoulderAddAbdL.angle,ShoulderAddAbdL.angular_v,ShoulderAddAbdL.angular_acc,ShoulderRotL.angle,ShoulderRotL.angular_v,ShoulderRotL.angular_acc,ShoulderFlexExtL.angle,ShoulderFlexExtL.angular_v,ShoulderFlexExtL.angular_acc,left_foot.contact,right_foot.contact
2025-07-09-07-19-59,SUB4,S10,T1,CC,OK,0,1,-0.303048,0.931828,-0.013746,0.931502,-0.002246,0.36371,-0.003611,-0.303048,0.931828,-0.013746,0.931502,-0.002246,0.36371,-0.003611,-0.284764,0.852608,-0.106948,0.932079,-0.016472,0.36032,0.033568,-0.398399,0.8539,-0.002248,0.930731,-0.023527,0.364845,-0.008636,-0.255396,0.449071,-0.103104,0.934448,0.003214,0.355188,0.025247,-0.396959,0.449905,0.017198,0.930359,-0.019458,0.365994,-0.010102,-0.240398,0.041679,-0.120745,0.934916,-0.006041,0.352063,0.044125,-0.402317,0.042013,0.027197,0.927098,-0.01833,0.373694,-0.022506,-0.370868,1.013169,-0.088358,0.932233,0.01198,0.361629,-0.004698,-0.365864,1.196994,-0.082614,0.930214,0.03722,0.364714,-0.017328,-0.358737,1.316589,-0.075822,0.930214,0.03722,0.364714,-0.017328,-0.349829,1.466083,-0.067331,0.930214,0.03722,0.364714,-0.017328,-0.359688,1.300643,-0.076727,0.90817,-0.059737,0.336557,-0.241637,-0.359688,1.300643,-0.076727,0.887854,0.115006,0.388801,0.217538,-0.221012,1.338402,-0.191889,0.923886,-0.043632,0.365555,-0.104402,-0.484887,1.337796,0.05173,0.925555,0.022295,0.361547,0.110158,-0.245028,1.046559,-0.114542,0.925807,-0.023853,0.360439,-0.111336,-0.400509,1.047287,0.042211,0.926238,0.03827,0.360839,0.102053,-0.274142,0.814377,-0.080964,0.925509,-0.046179,0.363228,-0.09678,-0.359556,0.815181,0.023959,0.928049,0.002601,0.358045,0.102577,0,0,0,-0.390239,1.532562,401.387177,-0.291898,-0.903919,-230.622726,42.657841,-0.061035,-16.739492,2.065214,1.111567,276.276154,-1.420541,0.872374,158.830688,0.171397,-0.787862,-229.18808,0.481569,-0.907704,-227.48642,-0.61341,0.410274,95.027649,-1.256461,0.218749,32.064163,3.082726,0.838757,246.680099,-3.363553,-0.659287,-212.544678,0.492264,1.197301,251.290558,2.376566,-1.965284,-478.135925,1.77316,-0.347316,-58.820374,-1.64942,0.234634,25.199823,-0.73692,10.271088,2421.228516,89.689491,-0.366211,-13.95376,-1.429036,-2.470315,-537.872314,-3.849122,-6.338716,-1592.094971,-1.138576,4.719109,1178.136475,-90.375618,8.338928,1807.463745,-0.626086,8.511096,2169.523926,-3.006512,-4.62091,-1359.525391,0.473265,-0.452422,-122.499802,-0.25289,1.640759,418.588043,1.563843,4.325449,1137.646484,0.112224,-0.515196,-138.65863,0.165783,1.619104,412.795624,1.588303,4.330129,1138.863159,-0.416036,-0.546433,-146.514191,0.240793,1.636278,417.224335,1.633113,4.320621,1136.47229,5.92464,0.721216,135.296265,5.669817,2.354741,494.167969,5.680876,2.72882,661.951965,3.33,-8.68845,-1994.173706,-0.13589,0.569064,110.720963,-1.129307,1.152098,286.071716,5.304395,4.617333,809.997314,0.583974,2.674624,650.822144,-1.862643,-8.557052,-1957.253784,4.009247,-1.770735,-432.29364,1,1
2025-07-09-07-19-59,SUB4,S10,T1,CC,OK,1,12,-0.303057,0.931808,-0.013795,0.931511,-0.002273,0.363687,-0.003652,-0.303057,0.931808,-0.013795,0.931511,-0.002273,0.363687,-0.003652,-0.284772,0.852578,-0.106989,0.932069,-0.016442,0.36035,0.033531,-0.398412,0.853885,-0.002296,0.930711,-0.02357,0.364893,-0.008657,-0.255442,0.44904,-0.103161,0.934425,0.003118,0.35525,0.025263,-0.396975,0.449892,0.017189,0.930338,-0.019485,0.366046,-0.010129,-0.240405,0.041647,-0.120734,0.934895,-0.006036,0.352128,0.044052,-0.402344,0.042001,0.027217,0.927048,-0.018357,0.373814,-0.022545,-0.370869,1.013146,-0.088417,0.932327,0.012048,0.361386,-0.004723,-0.365846,1.196968,-0.082631,0.930471,0.037486,0.364032,-0.017303,-0.358707,1.316559,-0.075771,0.930471,0.037486,0.364032,-0.017303,-0.349784,1.466048,-0.067197,0.930471,0.037486,0.364032,-0.017303,-0.359659,1.300614,-0.076686,0.908387,-0.059251,0.336069,-0.241618,-0.359659,1.300614,-0.076686,0.888106,0.115003,0.388255,0.217486,-0.220858,1.338463,-0.19169,0.924012,-0.043298,0.365363,-0.1041,-0.484974,1.337835,0.051678,0.925689,0.022146,0.361328,0.109778,-0.244793,1.046566,-0.114593,0.925795,-0.023979,0.360529,-0.111117,-0.400712,1.047305,0.042331,0.925926,0.037553,0.361786,0.101789,-0.273787,0.814372,-0.080995,0.925392,-0.046986,0.36336,-0.097007,-0.359754,0.815175,0.024396,0.9277,0.003098,0.359116,0.101973,0,0,0,-0.394813,-0.415821,-177.125717,-0.295104,-0.291423,55.681458,42.655067,-0.252117,-17.371059,2.067917,0.245723,-78.713104,-1.418884,0.150691,-65.607475,0.180105,0.791584,143.585922,0.483458,0.171729,98.130302,-0.613784,-0.034051,-40.393108,-1.257531,-0.097231,-28.7255,3.076526,-0.563708,-127.496803,-3.366579,-0.275048,34.930782,0.485831,-0.584862,-162.014847,2.361296,-1.388203,52.461937,1.758663,-1.317924,-88.237038,-1.643787,0.512166,25.230249,-0.691469,4.131962,-558.102356,89.838814,13.574774,1267.362183,-1.418915,0.920068,308.216614,-3.703182,13.267213,1782.357056,-1.083777,4.98168,23.870165,-90.34462,2.818021,-501.900665,-0.549271,6.983118,-138.90712,-3.061226,-4.973997,-32.098858,0.478474,0.473629,84.186455,-0.280008,-2.465305,-373.278625,1.573319,0.861417,-314.912018,0.11813,0.536936,95.648361,0.138795,-2.453433,-370.230621,1.597703,0.854546,-315.962036,-0.409357,0.607217,104.877266,0.214047,-2.431454,-369.793823,1.642674,0.869155,-313.769684,5.90441,-1.839118,-232.757614,5.688404,1.689737,-60.45488,5.671031,-0.895067,-329.444214,3.315834,-1.287872,672.779785,-0.155844,-1.814051,-216.646835,-1.110896,1.673666,47.415245,5.309007,0.41927,-381.64212,0.572792,-1.01659,-335.564911,-1.883422,-1.88899,606.187378,4.031594,2.031543,345.661621,1,1
2025-07-09-07-19-59,SUB4,S10,T1,CC,OK,2,19,-0.303053,0.931843,-0.013782,0.931453,-0.002292,0.363836,-0.003576,-0.303053,0.931843,-0.013782,0.931453,-0.002292,0.363836,-0.003576,-0.284786,0.852619,-0.106983,0.932064,-0.016433,0.360363,0.033544,-0.398392,0.853906,-0.002253,0.930711,-0.023561,0.364894,-0.008647,-0.255449,0.449081,-0.103166,0.934418,0.003112,0.355267,0.025282,-0.396949,0.449912,0.017222,0.930338,-0.019479,0.366046,-0.010118,-0.240396,0.041688,-0.12074,0.93491,-0.006015,0.352089,0.044039,-0.402312,0.042021,0.027242,0.927069,-0.018342,0.373763,-0.022554,-0.370901,1.013172,-0.08838,0.932097,0.012067,0.36198,-0.004355,-0.366048,1.196997,-0.082516,0.929893,0.037555,0.365541,-0.016384,-0.359097,1.316594,-0.075572,0.929893,0.037555,0.365541,-0.016384,-0.350408,1.466091,-0.066892,0.929893,0.037555,0.365541,-0.016384,-0.360024,1.300648,-0.076497,0.908138,-0.0597,0.337255,-0.24079,-0.360024,1.300648,-0.076497,0.887376,0.115378,0.389512,0.218018,-0.221529,1.33866,-0.191747,0.923877,-0.043513,0.365714,-0.103981,-0.485108,1.337703,0.052202,0.925413,0.02173,0.361971,0.110071,-0.24532,1.046745,-0.114573,0.92563,-0.023616,0.360962,-0.111165,-0.400636,1.047233,0.042973,0.926032,0.037242,0.361505,0.101939,-0.274381,0.814538,-0.081119,0.925277,-0.045899,0.363719,-0.097279,-0.35956,0.815114,0.025162,0.927799,0.00313,0.358866,0.101955,0,0,0,-0.39371,0.157603,81.917732,-0.286167,1.276723,224.020905,42.673332,2.609253,408.76709,2.061781,-0.876495,-160.316803,-1.425387,-0.929066,-154.251068,0.162135,-2.567185,-479.824036,0.483244,-0.030556,-28.897856,-0.615652,-0.266773,-33.246124,-1.259442,-0.27304,-25.115559,3.071851,-0.667776,-14.86688,-3.360072,0.929492,172.077179,0.502187,2.336668,417.361511,2.35949,-0.258037,161.452286,1.754872,-0.541585,110.90554,-1.641459,0.332458,-25.67268,-0.698381,-0.987487,-731.349915,89.723396,-16.488211,-4294.711914,-1.421604,-0.384212,-186.325668,-3.659727,6.207943,-1008.467163,-1.150731,-9.564842,-2078.074707,-90.328728,2.27029,-78.247269,-0.554308,-0.719445,-1100.366089,-2.97431,12.416533,2484.361328,0.512328,4.83627,623.234375,-0.22585,7.736791,1457.442261,1.565081,-1.176885,-291.186066,0.150525,4.62776,584.403625,0.19388,7.869212,1474.663452,1.589498,-1.172236,-289.540344,-0.378531,4.403664,542.349548,0.269952,7.986511,1488.28064,1.633951,-1.246129,-302.18338,5.877679,-3.818716,-282.799835,5.665189,-3.316402,-715.162781,5.700917,4.269464,737.790039,3.352609,5.253655,934.503967,-0.186114,-4.324264,-358.601776,-1.151253,-5.765234,-1062.699951,5.369786,8.682796,1180.503784,0.605457,4.666413,811.857544,-1.832966,7.207973,1299.566284,3.985976,-6.516763,-1221.186523,1,1
2025-07-09-07-19-59,SUB4,S10,T1,CC,OK,3,26,-0.30294,0.93192,-0.01366,0.931434,-0.002212,0.363886,-0.003619,-0.30294,0.93192,-0.01366,0.931434,-0.002212,0.363886,-0.003619,-0.284694,0.852704,-0.106873,0.93205,-0.016353,0.360407,0.033508,-0.398289,0.853994,-0.002131,0.930649,-0.02338,0.365061,-0.008723,-0.255406,0.449162,-0.103107,0.934401,0.003183,0.355313,0.025248,-0.396954,0.449995,0.01723,0.930276,-0.019309,0.36621,-0.010191,-0.240401,0.04177,-0.120726,0.934895,-0.005943,0.352135,0.044008,-0.402423,0.042102,0.027144,0.927004,-0.018178,0.373928,-0.022621,-0.370785,1.013267,-0.088242,0.932095,0.012137,0.361984,-0.0044,-0.365908,1.197091,-0.082361,0.929924,0.037607,0.365454,-0.016431,-0.358942,1.316687,-0.075409,0.929924,0.037607,0.365454,-0.016431,-0.350235,1.466182,-0.066719,0.929924,0.037607,0.365454,-0.016431,-0.359871,1.300741,-0.076336,0.908146,-0.059626,0.337204,-0.240851,-0.359871,1.300741,-0.076336,0.887447,0.115424,0.38936,0.217979,-0.22136,1.33874,-0.19157,0.923871,-0.043464,0.365718,-0.104036,-0.485001,1.337805,0.052315,0.925532,0.021771,0.361682,0.11001,-0.245189,1.046826,-0.114413,0.925607,-0.023595,0.361013,-0.111194,-0.400578,1.047321,0.043111,0.926163,0.037284,0.361176,0.101897,-0.274264,0.81462,-0.080963,0.925255,-0.045889,0.363772,-0.097296,-0.359526,0.815197,0.025304,0.92793,0.003179,0.35854,0.101905,0,0,0,-0.386981,0.747687,65.564903,-0.294037,-0.87443,-239.017014,42.679474,0.682407,-214.094009,2.049704,-1.341952,-51.717484,-1.424626,0.084639,112.633865,0.176218,1.564865,459.116638,0.481941,-0.144796,-12.693371,-0.615001,0.072307,37.675602,-1.259108,0.037114,34.461575,3.072377,0.058439,80.690598,-3.360678,-0.067287,-110.753212,0.502732,0.060472,-252.910645,2.358582,-0.100904,17.459221,1.75499,0.013153,61.637512,-1.64177,-0.034465,-40.769157,-0.69693,0.161277,127.640465,89.718712,-0.520494,1774.190674,-1.420764,0.093328,53.05991,-3.659257,0.052187,-683.9729,-1.146645,0.453975,1113.202026,-90.323349,0.597636,-185.850433,-0.554972,-0.073797,71.738663,-2.97609,-0.197808,-1401.593506,0.511613,-0.079473,-546.193604,-0.231374,-0.613751,-927.838013,1.564132,-0.105408,119.053085,0.149964,-0.062239,-521.111023,0.188341,-0.615405,-942.735107,1.588537,-0.106812,118.380508,-0.37894,-0.045482,-494.349487,0.264394,-0.617597,-956.011963,1.633028,-0.10252,127.067642,5.878275,0.066227,431.6604,5.65788,-0.812107,278.255096,5.701466,0.060982,-467.609039,3.3499,-0.301043,-617.188721,-0.185907,0.022996,483.02887,-1.15998,-0.969622,532.845703,5.373846,0.451088,-914.634216,0.605808,0.039015,-514.155457,-1.836625,-0.406543,-846.057373,3.989024,0.338607,761.707764,1,1
2025-07-09-07-19-59,SUB4,S10,T1,CC,OK,4,39,-0.303012,0.931707,-0.013796,0.931449,-0.002047,0.363847,-0.003748,-0.303012,0.931707,-0.013796,0.931449,-0.002047,0.363847,-0.003748,-0.284787,0.852505,-0.107025,0.93212,-0.016371,0.360224,0.033519,-0.39839,0.853814,-0.002292,0.930466,-0.022578,0.36557,-0.009029,-0.255488,0.448965,-0.103245,0.934456,0.003032,0.355164,0.025321,-0.397529,0.449797,0.016544,0.930175,-0.019423,0.366461,-0.010168,-0.24038,0.041572,-0.120768,0.93495,-0.006103,0.351973,0.044109,-0.402946,0.041906,0.026541,0.927049,-0.018531,0.373809,-0.02246,-0.370821,1.013095,-0.088366,0.932115,0.012375,0.361922,-0.004562,-0.365846,1.196914,-0.082414,0.929947,0.037991,0.365345,-0.016654,-0.358798,1.316501,-0.075396,0.929947,0.037991,0.365345,-0.016654,-0.349988,1.465985,-0.066622,0.929947,0.037991,0.365345,-0.016654,-0.359738,1.300556,-0.076331,0.907945,-0.059137,0.337617,-0.241149,-0.359738,1.300556,-0.076331,0.88753,0.115786,0.389159,0.217805,-0.221333,1.338505,-0.191695,0.923455,-0.0425,0.366732,-0.104558,-0.484908,1.337643,0.052283,0.925745,0.021598,0.361167,0.109946,-0.245552,1.046573,-0.114895,0.925566,-0.023537,0.36113,-0.111172,-0.400476,1.047156,0.043244,0.926261,0.037082,0.360913,0.102017,-0.274623,0.814364,-0.081472,0.925209,-0.046095,0.363919,-0.097092,-0.359337,0.815042,0.025518,0.928016,0.003114,0.358278,0.102043,0,0,0,-0.374752,1.01909,22.616928,-0.314688,-1.720972,-70.545204,42.674702,-0.397682,-90.007423,1.975369,-6.194542,-404.382477,-1.41583,0.732938,54.02499,0.24177,5.462612,324.812195,0.373418,-9.043567,-741.564209,-0.585462,2.461582,199.106277,-1.255224,0.323693,23.881594,3.098041,2.138674,173.352951,-3.36756,-0.573556,-42.189053,0.520991,1.521612,121.761658,2.342254,-1.360655,-104.97924,1.756911,0.160088,12.244615,-1.64466,-0.240833,-17.197319,-0.685725,0.933747,64.372467,89.751015,2.691905,267.699921,-1.412172,0.71606,51.894398,-3.64568,1.131415,89.935677,-1.048517,8.17735,643.614563,-90.444633,-10.10704,-892.056396,-0.563046,-0.672887,-49.924133,-3.012079,-2.999067,-233.438278,0.511101,-0.042652,3.068398,-0.233862,-0.207298,33.871098,1.57323,0.758141,71.962395,0.149482,-0.040206,1.836085,0.185816,-0.210439,33.747131,1.597629,0.757704,72.042976,-0.379325,-0.032035,1.120554,0.261918,-0.206381,34.267982,1.642139,0.759224,71.812004,5.880814,0.211596,12.114093,5.65758,-0.024994,65.592705,5.706146,0.390013,27.419243,3.296146,-4.479448,-348.200409,-0.18656,-0.054443,-6.453203,-1.17948,-1.625071,-54.620754,5.442649,5.73361,440.210114,0.611784,0.498007,38.249348,-1.880352,-3.64392,-269.781372,3.945241,-3.648559,-332.263885,1,1
2025-07-09-07-19-59,SUB4,S10,T1,CC,OK,5,47,-0.303163,0.931748,-0.012608,0.931425,-0.001981,0.36391,-0.003677,-0.303163,0.931748,-0.012608,0.931425,-0.001981,0.36391,-0.003677,-0.284943,0.852563,-0.105853,0.931905,-0.015792,0.360779,0.033785,-0.398533,0.853844,-0.001104,0.930542,-0.022595,0.365375,-0.009076,-0.255611,0.449022,-0.102605,0.93423,0.003579,0.355734,0.025585,-0.397706,0.449829,0.017758,0.930257,-0.019507,0.366247,-0.01019,-0.240475,0.041652,-0.120629,0.934765,-0.005616,0.352455,0.044254,-0.403116,0.04194,0.027823,0.927157,-0.018495,0.373536,-0.022576,-0.370989,1.013143,-0.087155,0.932088,0.012376,0.361992,-0.004495,-0.366041,1.196963,-0.081207,0.929921,0.037861,0.365428,-0.016596,-0.359016,1.316553,-0.074212,0.929921,0.037861,0.365428,-0.016596,-0.350236,1.46604,-0.065469,0.929921,0.037861,0.365428,-0.016596,-0.359953,1.300607,-0.075145,0.907947,-0.059229,0.33771,-0.240989,-0.359953,1.300607,-0.075145,0.887502,0.115662,0.389267,0.217791,-0.221591,1.338634,-0.190563,0.923401,-0.042592,0.366977,-0.10414,-0.485097,1.337724,0.053495,0.925671,0.021647,0.361403,0.109788,-0.245509,1.046672,-0.113829,0.9254,-0.023527,0.361802,-0.110361,-0.400729,1.047196,0.044405,0.925922,0.037491,0.361818,0.101737,-0.274203,0.814396,-0.080539,0.925005,-0.046005,0.364548,-0.096721,-0.359783,0.815061,0.026503,0.927694,0.002912,0.359136,0.101966,0,0,0,-0.364736,1.112805,10.412786,-0.309854,0.537177,250.905487,42.682472,0.863393,140.119476,1.978752,0.37584,730.04248,-1.432532,-1.855771,-287.634369,0.21047,-3.477756,-993.374146,0.365499,-0.879897,907.074402,-0.601887,-1.824929,-476.279022,-1.260316,-0.56586,-98.839218,3.050352,-5.298773,-826.383057,-3.411488,-4.880879,-478.591461,0.459763,-6.803109,-924.968994,2.338721,-0.392569,107.565041,1.759888,0.330726,18.959795,-1.628633,1.780709,224.615707,-0.736048,-5.591532,-725.030945,89.829491,8.71955,669.738342,-1.419324,-0.794742,-167.866913,-3.718335,-8.072747,-1022.684692,-1.04758,0.104176,-897.019348,-90.396294,5.371094,1719.792603,-0.517133,5.101522,641.600952,-2.985369,2.967834,662.989075,0.508079,-0.335806,-32.572647,-0.233145,0.079653,31.883427,1.566391,-0.759787,-168.658707,0.146467,-0.33496,-32.75045,0.186469,0.072584,31.446968,1.590803,-0.758449,-168.461487,-0.38238,-0.339511,-34.16404,0.262442,0.05823,29.401279,1.635323,-0.757257,-168.497925,5.873633,-0.797908,-112.167122,5.656259,-0.146813,-13.535404,5.693852,-1.365927,-195.104401,3.291213,-0.548151,436.810791,-0.192458,-0.655277,-66.759369,-1.172745,0.748383,263.717072,5.414073,-3.175153,-989.862427,0.598801,-1.442538,-215.616119,-1.888837,-0.942707,300.134766,3.95798,1.415385,562.660461,1,1
2025-07-09-07-19-59,SUB4,S10,T1,CC,OK,6,57,-0.303769,0.932255,-0.013799,0.931232,-0.00274,0.364405,-0.002935,-0.303769,0.932255,-0.013799,0.931232,-0.00274,0.364405,-0.002935,-0.285497,0.853024,-0.106994,0.931658,-0.016932,0.361334,0.034133,-0.398976,0.854177,-0.002125,0.930462,-0.022744,0.365577,-0.008768,-0.255559,0.449525,-0.102991,0.934098,0.003257,0.356085,0.025572,-0.397865,0.450161,0.016762,0.93015,-0.019365,0.366531,-0.009988,-0.240349,0.042147,-0.12077,0.934977,-0.005927,0.35194,0.043828,-0.403162,0.042266,0.026662,0.927055,-0.018073,0.373811,-0.022509,-0.371832,1.013454,-0.088343,0.931941,0.011727,0.3624,-0.003947,-0.36711,1.197284,-0.08254,0.92986,0.03743,0.365636,-0.016433,-0.360158,1.316882,-0.075629,0.92986,0.03743,0.365636,-0.016433,-0.351468,1.466381,-0.06699,0.92986,0.03743,0.365636,-0.016433,-0.361085,1.300936,-0.07655,0.907816,-0.059808,0.337869,-0.241117,-0.361085,1.300936,-0.07655,0.887504,0.115385,0.38926,0.217946,-0.222864,1.338766,-0.192121,0.923026,-0.043633,0.367621,-0.104762,-0.486324,1.338022,0.051987,0.925888,0.021653,0.360794,0.10996,-0.246813,1.046974,-0.114694,0.925364,-0.023612,0.361964,-0.110115,-0.401852,1.04749,0.042899,0.925902,0.038047,0.361795,0.101796,-0.275378,0.814682,-0.081407,0.924959,-0.045638,0.364646,-0.096956,-0.360976,0.815363,0.024744,0.927699,0.002626,0.35903,0.102298,0,0,0,-0.414986,-5.024955,-613.776001,-0.198809,11.104486,1056.730835,42.743008,6.053543,519.015015,1.894243,-8.450866,-882.670593,-1.454935,-2.240288,-38.451756,0.176379,-3.409113,6.864262,0.400052,3.455311,433.520844,-0.638174,-3.628701,-180.377228,-1.262528,-0.221133,34.472679,3.076111,2.575827,787.460022,-3.351681,5.980682,1086.156006,0.452182,-0.758141,604.496765,2.438337,9.961677,1035.424561,1.746491,-1.33965,-167.037643,-1.584921,4.371238,259.052917,-0.802761,-6.671309,-107.977768,89.895477,6.598663,-212.088669,-1.424981,-0.565708,22.903418,-3.820214,-10.187912,-211.516479,-1.148219,-10.063971,-1016.814636,-90.454933,-5.863953,-1123.504639,-0.484106,3.30264,-179.888214,-2.916623,6.874609,390.67749,0.492447,-1.563212,-122.740623,-0.24525,-1.210564,-129.021774,1.585972,1.958096,271.788269,0.131089,-1.537865,-120.29055,0.173881,-1.25875,-133.133377,1.610395,1.959181,271.763,-0.397343,-1.496291,-115.677979,0.249558,-1.288374,-134.660416,1.655063,1.973975,273.123169,5.882197,0.856447,165.435486,5.617549,-3.871012,-372.419861,5.733806,3.995323,536.125,3.28154,-0.967312,-41.916107,-0.184028,0.842975,149.825195,-1.207517,-3.477228,-422.561035,5.394021,-2.005243,116.990944,0.636594,3.77925,522.178894,-1.91077,-2.193344,-125.06366,3.99932,4.134059,271.867371,1,1
