frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,68,0
1,1024,0,0,58,0
2,1909,0,0,67,0
3,2645,1,0,58,0
