frame_number,frame_timestamp,mean_rr,sdnn,sdsd,rmssd,sd1,sd2,lf_hf
0,0,660.510193,159.169479,138.627441,137.444687,98.024406,214.162216,4.617522
1,834,663.469360,161.046997,143.376801,141.935608,101.382706,216.178268,4.198083
2,2866,673.021301,181.901733,172.591537,170.745926,122.040642,242.341751,3.975297
