frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,1,0,106,0
1,531,0,0,112,0
2,1146,0,0,97,0
3,1696,0,0,109,0
4,2151,1,0,96,0
5,2716,1,0,106,0
