frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,94,0
1,688,0,0,87,0
2,1359,0,0,89,0
3,1982,1,0,91,0
4,2691,0,0,84,0
5,3397,0,0,84,0
6,4072,0,0,88,0
7,4692,0,0,96,0
8,5297,0,0,99,0
9,5950,1,0,94,0
