frame_number,frame_timestamp,node0.is_heartrate_valid,node0.is_spo2_valid,node0.heartrate,node0.spo2
0,0,0,0,119,0
1,494,0,0,121,0
2,1002,0,0,118,0
3,1497,0,0,121,0
4,2014,0,0,116,0
5,2535,0,0,115,0
6,3037,0,0,119,0
7,3526,0,0,122,0
8,3965,0,0,136,0
9,4478,0,0,116,0
10,4911,0,0,138,0
11,5384,0,0,126,0
12,5890,0,0,118,0
13,6373,0,0,124,0
14,6872,1,0,143,0
